paper_id,title,keyword,cluster,old_282_status,expanded_459_status,transition,diagnostic_interpretation
9f4dbd790fe7,Design Heuristics in Innovative Products,Design Heuristics,1,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
9f9f7295ec8c,Affordance based design: a relational theory for design,Design theory,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
a0d1057f0acb,Pattern approach to interaction design,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a1a2a51ae22e,Incommensurability in design science: Which comes first-Theory or artefact?,Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a21900f84443,Undesigning technology: considering the negation of design by design,Design theory,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a3bc8ece9d73,Use of design patterns in analogy-based design,Design Patterns,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
a707fd62833a,Tracing the tensions surrounding understandings of agency and knowledge in technology design,Design knowledge,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a74bec243b7f,Universal Structural-Semantic Model of Design Patterns,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a7e06450729f,Game Design as an Autonomous Research Subject,Design knowledge,4,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
a883ec94b37a,Causal design knowledge: Alternative representation method for product development knowledge management,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
a9303960f19a,Abstraction in computer science,Design Patterns,11,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
ab97fa9e6ec7,"""Argumentative Design Rationale and the Object-Oriented Development Process: better analysis, better design""",Design rationale,9,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ac2f5510db32,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Design methods,10,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ade4419d3095,Hybrid modeling design patterns,Design Patterns,-1,noise,noise,noise -> noise,persistent weak affinity across corpus sizes
ade78c466271,Revised set of usability heuristics for the evaluation of interactive systems,Design knowledge,1,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
af4a4237d98a,Utilization of design principles for hybrid learning configurations by interprofessional design teams,Design knowledge,13,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
af66a447ca7c,Digital Panopticon: How Remote Work Monitoring Shapes Employee Behavior and Motivation,Design theory,16,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
b077c606da41,Classification approach for hybrid components in mechanical engineering with a focus on additive manufacturing,Design Guidelines,6,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
b0fe7e080516,Design knowledge representation: An ontological perspective,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
b14f85b19a87,Design Study Methodology: Reflections from the Trenches and the Stacks,Design Guidelines,5,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b21a9b4cc5ef,C-K design theory: an advanced formulation,Design theory,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
b2234ef79a5a,Tracing situated effects of innovative design methods: inexperienced designers' practices,Design methods,3,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
b227e604cd40,"The Dark Patterns Knowledge Stack: Exploring New Ways to Negotiate Context, Law, and Design",Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
b256aafa902e,A Multi-Grounded Design Research Process,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
b357bc5a3d3b,Towards Canonical Task Types for User Interface Design,Design Guidelines,11,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b42559e0a5d5,ICT Systems Security and Privacy Protection,Design Patterns,18,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b5d968168f35,A Framework of Design Method Corroboration,Design methods,3,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b73f2343e274,Let's Get Divorced: Constructing Knowledge Outcomes for Critical Design and Constructive Design Research,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
b77e7d67555e,USSF: A Unified Framework for Screen Standardization in Software Systems,Design principles,16,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b967c3a334ff,Industrial experience with design patterns,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
b9f64070ed9a,“Modeling-by-Patterns” of Web applications,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ba03a17bc120,"The Good, the Bad, and the Ugly: A Theoretical Framework for the Assessment of Continuous Colormaps",Design Rules,17,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
bacdc4f76eea,Work system principles: towards a justified design theory on the grounds of socio-instrumental pragmatism,Design theory,18,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
bc6d0afdec8f,Design patterns for component-oriented software development,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
bdf1addf5a10,Contestable AI by Design: Towards a Framework,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
beaf258777e6,What is the value of design theory?,Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
bee7b59885fa,Adapting the FBS Model of Designing for Usage-Driven Innovation Processes,Design methods,16,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
c0372ed4d123,Web-based information systems: Developing a design theory,Design theory,18,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c0efa7750b45,Forms of reasoning in the design science research process,Design knowledge,14,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c216cc01fe23,A Preliminary Proposal Towards Unambiguous Definitions for Modular Interfaces and Interactions,Design Guidelines,11,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c2c57ac5453e,"Theory construction in design research. Criteria, approaches, and methods.",Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c3005cf4cf75,Design as interactions of problem framing and problem solving,Design theory,10,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c5d4c66275a8,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
c6955d14d66c,Dialogue appropriate to assistive technology product design: A taxonomy of communication formats in relation to modes of sensory perception,Design Heuristics,8,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c6e7060b0fa0,LabelPatterns.org: A comprehensive pattern library for consumer-decision labels,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c7afdd089fdd,Toward patterns for collaborative knowledge creation,Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c7ed46400a28,Exploring the design space of composite visualization,Design Patterns,5,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c90163fa7f57,A new model to express and capture the design rationale in the documents,Design knowledge,9,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
c9175ef9ebfe,Management design theories,Design theory,16,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ca185d91b684,Embracing Non-Natural Design in Human-Computer Interaction,Design Guidelines,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cb7daae2b94f,User Experience Design in Professional Map-Based Geo-Portals,Design Guidelines,11,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cc5e9fe45cc6,A study of practice based design research models from knowledge integration perspective,Design knowledge,15,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ccc616a68c38,Towards Creating a Body of Evidence-based Interactive Digital Narrative Design Knowledge: Approaches and Challenges,Design knowledge,4,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cd211147691a,Design heuristics set for X: A design aid for assistive product concept generation,Design Heuristics,1,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cd42a6611470,"Principles, patterns, and techniques for designing and implementing practical fluent interfaces in Java",Design Patterns,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cda6c6785f0a,The design of social drones: a review of studies on autonomous flyers in inhabited environments,Design knowledge,12,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
cdd6de21b74b,Evidence-based design heuristics for idea generation,Design Heuristics,1,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ceac90427122,Design-oriented human-computer interaction,Design theory,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
cf2ee8097a06,"Design Rules, Volume 2: Chapter 4—The Mirroring Hypothesis: Linkages Inside and Across Transaction Free Zones",Design Rules,16,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
d0a17557440f,Avoiding virtual dystopia: A design theory for emancipatory participatory immersive platforms,Design Guidelines,7,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
d0a936b480d4,Acquiring educational access for neurodiverse learners through multisensory design principles,Design principles,2,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d19f5f66d2ba,A Survey of Definition and its Role in Strengthening Design Theory,Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d250dc6eb9d9,Systems Thinking and Design Thinking: The Search for Principles in the World We Are Making,Design theory,10,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d2fba2826d90,Design Principles for Platform-Enabled Knowledge Commons with an Expository Instantiation,Design theory,14,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d4ef8c48ded5,"Toward an Inventory of Plans and Patterns, and Their Use to Foster Strategic Knowledge in Programming Novices",Design knowledge,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d5d39efbe945,Method rationale in method engineering,Design rationale,3,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
d893185b7873,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,Design principles,0,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
da5dd15cd345,A functional theory of design patterns,Design Patterns,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
dbc171dde63a,Perfect Eudaimonic User Experience Design That Aristotle Would Have Wanted,Design Rules,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,Design methods,17,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
dc61c8a1dcd6,Multiscale Design Strategies in a Landscape Architecture Classroom,Design theory,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
ddcb3ba05227,Design patterns for sociality in human-robot interaction,Design Patterns,12,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ddf4ea43a777,Adaptation of Toulmin’s Model of Argumentation for Establishing Rigour and Relevance in Design Research,Design knowledge,9,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e09769771b82,"The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games",Design frameworks,4,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e105857da02d,Designerly Ways of Knowing in HRI: Broadening the Scope of Design-oriented HRI Through the Concept of Intermediate-level Knowledge,Design knowledge,0,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
e47202a23273,Toward a design theory of strategic enterprise management business intelligence (SEMBI) capability maturity model,Design theory,16,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e4c9f86a6933,Design patterns for exploring and prototyping human-robot interactions,Design Patterns,12,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e7091fbecdfa,"Utilizing, Producing, and Contributing Design Knowledge in DSR Projects",Design knowledge,14,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e763873f823a,Formalising design patterns,Design Patterns,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
e8a17b6120e4,Designing as reflective conversation with the materials of a design situation,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
e8f4a7417bf7,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,Design knowledge,14,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e958310acab5,"Prescriptive knowledge in IS research: Conceptualizing design principles in terms of materiality, action, and boundary conditions",Design knowledge,13,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
e9826a1c57b0,In Search of Living Law: How Should We Design for (Digital) Legal Interaction?,Design Patterns,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
ec380d04cf61,GENERAL DESIGN THEORY.,Design theory,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
edde6dc75b19,The language of design: Theory and computation,Design rationale,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
ee0a5b26f6dc,Formalizing Visualization Design Knowledge as Constraints: Actionable and Extensible Models in Draco,Design Guidelines,5,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
ef3a9300a2f3,Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review,Design knowledge,2,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f02904f836be,Universal Participatory Design: Achievements and Challenges,Design methods,8,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f0b2517a04a4,Don't Do That! Hunting Down Visual Design Smells in Complex UIs against Design Guidelines,Design Guidelines,11,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f16832406221,A Framework for Systemic Design,Design methods,10,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f1a4dde3d156,Catalogue of general-purpose software design patterns,Design Patterns,11,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f47226c43979,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,Design methods,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f50a79b2d7e1,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer,Design knowledge,-1,clustered,noise,clustered -> noise,became peripheral after global UMAP refit and density re-estimation
f56243f52335,"Theory construction in design research Criteria: Approaches, and methods",Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f6ba28a6efeb,ON the HIERARCHICAL LEVELS of DESIGN KNOWLEDGE,Design knowledge,15,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
f941f0424e1a,"Design Rules, Volume 2: Chapter 6—The Value Structure of Technologies, Part 1: Mapping Functional Components",Design Rules,16,noise,clustered,noise -> clustered,gained a density-connected neighborhood after expansion
fc4c2b9d38d7,A framework for supporting architecture knowledge and rationale management,Design knowledge,9,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
fd05a25a5e94,Four Criteria for Design Theories,Design theory,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
fd2392ff2aff,Surveying a Landscape of Ethics-Focused Design Methods,Design knowledge,3,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
fda0636dbea5,Design Research: Aesthetic Epistemology and Explanatory Knowledge,Design knowledge,19,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
fee96194a322,Personalising learning: towards a coherent learning design framework,Design principles,2,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
fffe50e033fa,Activity as the ultimate particular of interaction design,Design knowledge,7,clustered,clustered,clustered -> clustered,retained density-connected membership (cluster number may change)
013a50a2a9b4,Towards a Pattern Language for Creative Affordances,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
021b68e369b1,Live Coding Patterns and a Toolkit for Pure Data,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
02c538fcc8a0,Design patterns for wildlife‐related camera trap image analysis,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
0334252e4adb,A post-positivism view of function behaviour structure,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
06e8b19b5894,Game design values,Design theory,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
07395d6487e7,Design Patterns for the Development of Electronic Health Record-Driven Phenotype Extraction Algorithms,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
07efc8033023,Scaffolding Complex Learning: The Mechanisms of Structuring and Problematizing Student Work,Design Guidelines,2,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
080c04a1507a,Caution - Principle Under Construction' a Visual Inquiry Tool for Developing Design Principles,Design knowledge,13,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
0b002633de00,A security design pattern taxonomy based on attack patterns: Findings of a systematic literature review,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
0c3ae5c60e89,Logic for accumulation of design science research theory,Design theory,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
0c63b5d36c1b,A User-Oriented Design Knowledge Reuse Model,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
102689fab8b6,A Design Theory for Transparency of Information Privacy Practices,Design knowledge,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
12a0faff1d0d,A new approach of innovative design: An introduction to C-K theory,Design theory,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
12cb05e5e8ec,"The ""physics"" of notations: a scientific approach to designing visual notations in software engineering",Design rationale,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
1499477f6cda,Design Principles for Industrie 4.0 Scenarios,Design principles,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
15f17a542ff6,Epistemological aspects of participatory design studies conducted in the field of health science,Design theory,8,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
166efc8ac468,HCI Design Knowledge,Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
17ad371dac5e,Rethinking User Interface and Experience Design: Heuristic Insights from Makeup and Stage Performance,Design Heuristics,7,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
1826e718712a,Analyzing Design Knowledge Representation in Design Science Research and Deriving Recommendations to Support Design Knowledge Codification,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
1d3cca16fcd2,Legitimating design: a sociology of knowledge account of the field,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
1d529e097d58,Design Space and Design Rules for User Interface Software Architecture,Design knowledge,11,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
1fec06501110,System Interaction Patterns,Design Patterns,12,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
2085391360fa,"Elephants, patterns, and heuristics",Design Heuristics,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
22988d4cc335,Strong concepts: Intermediate-level knowledge in interaction design research,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
275ac93d8820,Investigations into the data basis of design knowledge in industrial design engineering,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
27e1a41acfbb,Task Decomposition and RAG as Design Patterns for LLM-Based Systems,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
2a64adab5143,Educating Educators about Virtual Reality in Virtual Reality: Effective Learning Principles Operationalized in a VR Solution,Design principles,2,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
2b32e2beaead,Are software patterns simply a handy way to package design heuristics?,Design Heuristics,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
2c1d03d1ba75,Legal Design Patterns: New Tools for Analysis and Translations Between Law and Technology,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
2cceb8eaa8c9,Design Guidelines and Strategies for Interim Innovation,Design Guidelines,6,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
2f7b1528d74d,"HCI Design Knowledge as Principles, Rules, and Heuristics",Design knowledge,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
306d52b89600,A theory of tailorable technology design,Design theory,18,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3382d6461f40,The Principles of the Flix Programming Language,Design principles,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3401d577c79c,Backfiring and favouring: how design processes in HCI lead to anti-patterns and repentant designers,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
364b7d9127ec,Toward a Unified Model of Design Knowledge,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
36ba740d002b,"Developing Learning Analytics Design Knowledge in the ""Middle Space"": The Student Tuning Model and Align Design Framework for Learning Analytics Use",Design knowledge,2,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
388e4cf73d9e,Team Design Patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3c0bd4608ae9,Reflections on Architecture Design Education: The Integrated Design Paradigm,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3c8744e515fd,Advancing Design Knowledge Reuse: A Framework for Circular Design Principles,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3dbca777664c,Design Principles for Boundary Spanning in Transdisciplinary Design Science Research,Design knowledge,13,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
3e4851eff856,Knowledge transfer in design education: A framework of criteria for design exercises,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
42ca56313883,"Architecture, design, implementation",Design Patterns,11,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
43b79273fd70,The Landscape of Envisioning and Speculative Design Methods for Sustainable Mobility Futures,Design methods,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
462782b1c89b,A taxonomy of 3D occlusion management techniques,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
465d28bc8d09,Structured Visualization Design Knowledge for Grounding Generative Reasoning and Situated Feedback,Design knowledge,5,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
470d09e18259,Modular Design Patterns for Systems that Learn and Reason,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
4988843b7543,Design Science Research: Guidance for Crafting and Reporting Design Knowledge Contributions,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
49da21b385d7,A Review of Domain Knowledge Representation for Robot Task Planning,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
4a32a22b0b9c,Modifiers: Increasing richness and nuance of design pattern languages,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
4a7432e5a317,Advancing entrepreneurship as a design science: developing additional design principles for effectuation,Design knowledge,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
4d05e05aa876,Theoretical Constructs for Design Lenses for Developing Cyberbullying Countering Games for Adolescences,Design principles,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
4d5285913fd8,Defining and Identifying Attention Capture Deceptive Designs in Digital Interfaces,Design Patterns,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
506a676cb17b,"Toward Visualization for Games: Theory, Design Space, and Patterns",Design Patterns,4,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
51099fe3fdce,Making Sense of Design Patterns,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
561f08f67362,"Design Rules, Volume 2: How Technology Shapes Organizations: Chapter 13 Platform Systems vs. Step Processes - The Value of Options and the Power of Modularity",Design Rules,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5661de15ea0f,A Typology of Design Ideas,Design methods,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5a25cbf385d6,Everyday Design Knowledge: A Knowledge-in-Pieces Perspective on HCI Learning,Design expertise,0,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5a57c73154f6,Object oriented design pattern decay: a taxonomy,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5a8306f435ea,Design principles: The foundation of design,Design knowledge,13,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5e43d7253569,Bridging HRI Theory and Practice: Design Guidelines for Robot Communication in Dairy Farming,Design Guidelines,12,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
5f810f61b926,A typology of design knowledge: A theoretical framework,Design knowledge,15,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
6264e280f9b8,Exploring the Abstraction Levels of Design Principles: The Case of Chatbots,Design knowledge,13,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
631c79d1cbc5,Abstraction classes in software design,Design Patterns,11,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
64230bcb1202,Chimera heuristics: Generative rational heuristics for the unknown from design theory,Design theory,1,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
662ae9cea17d,1C3-2 A Literature Survey on UX Design Properties and Principles Of Smart Device Design for the Disabled::From the Perspective of the Value/Quality of Human Life,Design Guidelines,8,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
66a74be75bef,An analysis and critique of Research through Design: towards a formalization of a research approach,Design theory,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
66f985f8b386,The Concept of Reference Architectures,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
68bf6cd63875,Design epistemology as innovation in public health research,Design theory,8,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
69bb5b15bdd3,Heuristics for Supporting Cooperative Dashboard Design,Design Guidelines,1,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
6c928237afcf,Micro patterns in Java code,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
6d9eecf54c53,Control patterns in a health-care network,Design Patterns,16,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
6fdd15b8daea,Communicating nascent design theories on innovative information systems through multi-grounded design principles,Design knowledge,14,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
705b504131f6,A conceptual framework to construct an artefact for meta-abstract design knowledge in design science research,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
71f9925563a6,"Questions, Options, and Criteria: elements of Design Space Analysis",Design rationale,9,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
7624ada60ef5,A systematic approach for the development of porous concrete based on axiomatic design theory,Design theory,6,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
7afe82160b59,Antipatterns in the creation of intelligent systems,Design Patterns,17,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
7baa1d9ec242,New Design Knowledge and the Fifth Order of Design,Design knowledge,-1,new_paper,noise,new_paper -> noise,"new paper lies in a sparse, niche, or boundary region under fixed HDBSCAN settings"
7d5d566e7d9b,What should we expect from research through design?,Design theory,19,new_paper,clustered,new_paper -> clustered,new paper joined a density-connected region
