paper_id,keyword,title,authors,year,venue,doi,url,cluster,cluster_label_candidate,distinguishing_evidence_terms,cluster_summary_candidate,distance_to_centroid,representative_rank,is_representative_top3,umap_x,umap_y
33444d31c6dc,Design knowledge,A design theory for visual inquiry tools,"Avdiji, Hazbi (1); Elikan, Dina (2); Missonier, Stephanie (2); Pigneur, Yves (2)",2020,Journal of the Association for Information Systems,10.17705/1jais.00617,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.11008316278457642,52,False,-0.65512574,-5.2327404
3524dd73bb30,Design Patterns,Design Patterns of Biological Cells,Steven S. Andrews; H. Wiley; Herbert M. Sauro,2024,Bioessays,,https://www.semanticscholar.org/paper/f26d25a6933311f0177bd3d7b18af01927b69ba8,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.12057089805603027,28,False,3.4127939,-1.6467279
35874d939f8d,Design Patterns,"Patterns, anticipation and participatory futures",R. Puzio; Paola Ricaurte; Charles Jeffrey Danoff; Charlotte Pierce; Analua Dutka-Chirichetti; Vitor Bruno; H. Cintra; J. Corneli,2020,arXiv.org,,https://www.semanticscholar.org/paper/d906be0109cf9b217d62a8aff8e74aa2173985ee,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.0907599925994873,10,False,3.3591144,-0.6024621
363ca9685308,Design theory,Cognitive Architecture and Instructional Design: 20 Years Later,J. Sweller; J. V. van Merri√´nboer; F. Paas,2019,Educational Psychology Review,,https://www.semanticscholar.org/paper/e28d73214751d51c3f46a867920be41c49c45130,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.19824910163879395,206,False,0.5541708,-2.0514903
368e4036648e,Design Patterns,From Directional Stimuli to Prompt Architectures: Documenting the Practice of Meta-Prompting,D. Ligot,2026,Social Science Research Network,,https://www.semanticscholar.org/paper/cc6622c7b5aec35fb3b4174aa730a28c6c5c0844,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.17290782928466797,46,False,2.7478924,-2.927109
38f057747444,Design knowledge,Reusable design: A proposed approach to Public Health Informatics system design,B. Reeder; Rebecca A. Hills; G. Demiris; D. Revere; Jamie Pina,2011,BMC Public Health,,https://www.semanticscholar.org/paper/9c8b1c67ac970533f6aee74d608749c545113cdd,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.15458178520202637,151,False,1.6281526,-5.1216655
39fee30eb03c,Design knowledge,Cutting Cubes Out of Fog: The Whole View of Design,P. Whitney; Andr√© Nogueira,2020,"She Ji: The Journal of Design, Economics and Innovation",,https://www.semanticscholar.org/paper/435277a3e5471ed7631d518071836b93944925b0,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.110626220703125,54,False,-0.19236252,-4.009138
3a87795ac48c,Design Patterns,Framework for Designing and Evaluating Game Achievements,Juho Hamari; V. Eranti,2011,DiGRA Conference,,https://www.semanticscholar.org/paper/4de775e4ffb6e1457af1e816baaa8c99cc4a0def,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.17039227485656738,178,False,-1.2349507,-1.7278202
3f7b5dc9fc40,Design theory,Concerning the Epistemology of Design: The Role of the Eco-Cognitive Model of Abduction in Pragmatism,Alger Sans Pinillos; A. Estany,2023,Philosophies,,https://www.semanticscholar.org/paper/7e135cc8cc3f2977f008136b33bf88e38576edcc,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.13746368885040283,109,False,-0.20792538,-4.5024486
4000c6073b5d,Design Patterns,Design Principles for Internal Domain-Specific Languages: A Pattern Catalog Illustrated by Ruby,S. G√ºnther,2013,,,https://www.semanticscholar.org/paper/f87e9b8e062bd9dbd0d055a23d6168ba5f260157,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.1444777250289917,39,False,3.6492872,-1.1899238
40034332988c,Design rationale,Redesigning the rationale for design rationale,"Atwood, Michael E. (1); Horner, John (1)",2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-540-73105-4_2,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10076010227203369,32,False,3.176074,-4.3303914
4025e28730c1,Design theory,Conceptual foundations of design problem solving,"Smith, G.F. (1); Browne, G.J.",,"IEEE Transactions on Systems, Man and Cybernetics",10.1109/21.260655,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.06464821100234985,2,True,0.28162253,-4.40258
40668e23fbab,Design knowledge,Dimensions of knowledge in prototyping: A review and characterisation of prototyping methods and their contributions to design knowledge,"Real, Ricardo (1); C., Snider; M., Goudswaard; B., Hicks",2021,Proceedings of the Design Society,10.1017/pds.2021.130,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.14794141054153442,140,False,-1.3461128,-4.9030514
40a2d86cd488,Design methods,Elements of a design method - a basis for describing and evaluating design methods,"Gericke, K. (1); Eckert, C. (2); Stacey, M. (3)",,Design Science,10.1017/dsj.2022.23,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.09464716911315918,18,False,0.48738745,-3.3000455
41443180c5b4,Design theory,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",J. Vink; Kaisa Koskela-Huotari; B. Tronvoll; B. Edvardsson; Katarina Wetter-Edman,2020,Journal of services research,,https://www.semanticscholar.org/paper/ac1bd39fb2c3e185247823c8a846c9829bb5ce27,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.14198851585388184,124,False,1.3008822,-4.7980957
42c66c187222,Design principles,Toward an effective approach to collaboration education: A taxonomy for game design,A. Loparev; C. A. Egert,2015,,10.1109/GEM.2015.7377203,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.13776111602783203,110,False,-0.5927964,-1.5650374
43856ed76df1,Design Rules,Hybrid Prototyping: Pure Theory or a Practical Solution to Accelerating Prototyping Tasks?,David Mathias; C. Snider; B. Hicks,2019,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/9f9e2a02a0991265112e3a3b729389070bdb496f,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.2201085090637207,215,False,1.9250356,-3.9147773
43fee329f83e,Design theory,Process design theory for digital information services,"Wijnhoven, Fons (1)",2008,Methods and Tools for Effective Knowledge Life-Cycle-Management,10.1007/978-3-540-78431-9_31,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10001814365386963,29,False,1.304121,-5.2055097
44848ca19e31,Design principles,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",M. Shaw,2025,,10.1109/Designing66910.2025.00016,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.14351308345794678,131,False,2.1908092,-2.9214377
4567075d70b4,Design rationale,Making Argumentation Serve Design,G. Fischer; A. C. Lemke; Ray McCall; A. M√∏rch,1996,Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/3030e27be928a7240a7e390ad8a09ba979d0cac9,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.11650389432907104,69,False,3.1794624,-4.3401303
48af90d5dfe7,Design Guidelines,Design Guidelines for Domain Specific Languages,Gabor Karsai; Holger Krahn; Claas Pinkernell; Bernhard Rumpe; Martin Schindler; Steven V√∂lkel,2014,arXiv.org,,https://www.semanticscholar.org/paper/26640e6ab9ea74e28d9401eaf3f66a78a2ab19b7,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.16929346323013306,44,False,3.6662312,-1.0578969
498a6aa649eb,Design Patterns,Service engineering design patterns,"Milanovic, N. (1)",,2006 2nd IEEE International Symposium on Service-oriented System Engineering,,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.10654056072235107,19,False,3.5213854,-1.7542082
49d75437fd07,Design Patterns,A Framework for Design Patterns in TROPOS,T. Do; Manuel Kolp; T. Hoang; A. Pirotte,2003,Brazilian Symposium on Software Engineering,,https://www.semanticscholar.org/paper/27c4d424b3d562fdc6dd87d6f06badce56f21ee7,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.12900781631469727,35,False,3.6416316,-1.6415159
4a9c96b6c482,Design Patterns,Meta patternsma means for capturing the essentials of reusable object-oriented design,"Pree, Wolfgang (1)",1994,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.11891835927963257,26,False,3.7542417,-1.4957029
4ac74ce3f335,Design rationale,Towards a framework for documentation design: an abstract model of computer-mediated activity,"van Loggem, Brigit",2013,Proceedings of the 31st European Conference on Cognitive Ergonomics,10.1145/2501907.2501953,https://doi.org/10.1145/2501907.2501953,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.12266308069229126,79,False,1.9082304,-3.0115128
4b599d3e2eb0,Design knowledge,Immodest Proposals: Research Through Design and Knowledge,"Bardzell, Jeffrey and Bardzell, Shaowen and Koefoed Hansen, Lone",2015,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,10.1145/2702123.2702400,https://doi.org/10.1145/2702123.2702400,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10408586263656616,40,False,-0.71976644,-4.154108
4c8bdfbd1309,Design rationale,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,"Shipman, F.M., III (1); McCall, R.J.",,"(AI EDAM) Artificial Intelligence for Engineering Design, Analysis and Manufacturing",10.1017/S089006040000192X,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.0949164628982544,20,False,3.1549368,-4.3590236
4db508a9681a,Design theory,Philosophy of design: A meta-theoretical structure for design theory,"Love, Terence",2000,Design Studies,10.1016/S0142-694X(99)00012-5,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.09487384557723999,19,False,0.19409476,-5.506765
4e727e38805c,Design Patterns,"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration",J. Wang; X. Shu; B. Bach; U. Hinrichs,2025,,10.1109/TVCG.2024.3456311,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.20894771814346313,212,False,2.3532875,-4.64756
4effa8e553a8,Design knowledge,Toward Engineering Design Principles for HCI,"Long, John (1); Cummaford, Steve (2); Stork, Adam (3)",2022,Synthesis Lectures on Human-Centered Informatics,10.2200/s01172ed1v02y202202hci055,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.13862061500549316,112,False,0.7856045,-2.3759987
4fb2c242dfee,Design Patterns,Coupling of design patterns: common practices and their benefits,"McNatt, W.B. (1); Bieman, J.M. (1)",,25th Annual International Computer Software and Applications Conference. COMPSAC 2001,10.1109/CMPSAC.2001.960670,,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.10744941234588623,20,False,3.3591702,-1.5481013
5000c5049cbd,Design knowledge,Learning design knowledge as generalization,"Li, Heng (1); Wu, Xindong (1)",1998,Cybernetics and Systems,,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.1569443941116333,153,False,-0.163929,-4.7910905
50c94f5857d8,Design theory,Eight Components of a Design Theory of Sonification,M. Nees,2019,Proceedings of the 25th International Conference on Auditory Display (ICAD 2019),,https://www.semanticscholar.org/paper/5e41b7e4f9a1804f3369a8815558f7989daff1df,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.17164474725723267,179,False,0.12657471,-5.491124
5389fb1cc38b,Design methods,Elements of a design method – a basis for describing and evaluating design methods,K. Gericke; C. Eckert; M. Stacey,2022,Design Science,,https://www.semanticscholar.org/paper/c6983d646df77563eea8dc5d05abb895c9c8b87f,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.09576785564422607,21,False,0.41685724,-3.2779381
53adec5acee6,Design knowledge,Mapping design knowledge: 36 years of Design Studies,K. Burns; Jack Ingram; L. Annable,2016,,,https://www.semanticscholar.org/paper/a749b4fe5ef70d2391f17102eab0671f5d3f3dc1,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.11542510986328125,64,False,-0.4969602,-4.496724
560be0c20de7,Design frameworks,"Designing for Trust, Progress, and Dignity: A Conceptual Framework for Reliability, Responsiveness, and Relational Quality in AI-Enabled Service Systems",M. Colgate; Orla Colgate,2026,Information,,https://www.semanticscholar.org/paper/51493efcd757168bfe90566436e0982efe07bfd9,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.17381411790847778,47,False,2.1927996,-1.4922
5611cdb5c33a,Design methods,Generating implications for design through design research,"Sas, Corina and Whittaker, Steve and Dow, Steven and Forlizzi, Jodi and Zimmerman, John",2014,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/2556288.2557357,https://doi.org/10.1145/2556288.2557357,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10193121433258057,35,False,-0.23560536,-3.761107
5a05967135ba,Design Patterns,Cross-cultural adaptation of educational design patterns at scale,Carmen Jane Vallis; Huyen Thi Ngoc Nguyen; Adrian Norman,2024,Journal of Work-Applied Management,,https://www.semanticscholar.org/paper/a289e650dcf66ee89360651d91afbb407cca0c77,1,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, ai, design pattern, software","This exploratory cluster contains 55 papers. Frequent terms include patterns, pattern, design patterns, ai, design pattern, software. Representative papers include Industrial experience with design patterns; Understanding and using patterns in software development; A pattern approach to interaction design.",0.12081491947174072,29,False,3.3159118,-0.5557917
5a716d80ac6b,Design knowledge,Towards a Method for Design Principle Development in Information Systems,"MoÃàller, F. (1); Guggenberger, T.M. (1); Otto, B. (1)",,"Designing for Digital Transformation. Co-Creating Services with Citizens and Industry. 15th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2020. Proceedings. Lecture Notes in Computer Science (LNCS 12388)",10.1007/978-3-030-64823-7_20,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.06230282783508301,1,True,0.7326498,-4.1188397
5a973fb8ae6f,Design theory,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,M. Dadgar; K. D. Joshi,2015,,10.1109/HICSS.2015.388,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.1822769045829773,189,False,1.0468721,-4.8472285
5b3b013c191d,Design theory,Towards a unified terminology for sonification and visualization,K. Enge; A. Rind; Michael Iber; Robert H√∂ldrich; W. Aigner,2023,Personal and Ubiquitous Computing,,https://www.semanticscholar.org/paper/79f758f21333f7a0a552329d1b8ad8cf8bfd0154,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.19134730100631714,199,False,2.2576885,-4.795824
5b52ec143fa6,Design theory,The ECC Methodology for Architecture Design Theory and Practices Research,Fathi Bashier,2021,IOP Conference Series: Materials Science and Engineering,,https://www.semanticscholar.org/paper/e2e838097c3370c8b6bf8c86a344609304d86bac,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10446667671203613,41,False,0.4094265,-4.447006
5ba50396ff25,Design methods,What is a Convention in Interactive Narrative Design?,"Koenitz, H. (1); Roth, C. (1); Dubbelman, T. (1); Knoller, N. (1)",,"Interactive Storytelling. 10th International Conference on Interactive Digital Storytelling, ICIDS 2017. Proceedings: LNCS 10690",10.1007/978-3-319-71027-3_29,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.1661708950996399,172,False,-1.1850139,-2.3364093
5c096c480387,Design Rules,User interfaces of information retrieval systems and user friendliness,P. Vilar; M. ≈Ωumer,2013,Knji≈ænica,,https://www.semanticscholar.org/paper/9aa514c3ca92faefeccdf83e91e0ddef127ac487,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.16975224018096924,176,False,1.251754,-1.7076745
5f6661254e39,Design Patterns,Ethical Encounters in Design Practice: A Framework Grounded in Practitioner Experience,"\""Oz, Gizem and Dindler, Christian and Gall Krogh, Peter and Lindberg, Sharon",2026,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,10.1145/3772318.3791435,https://doi.org/10.1145/3772318.3791435,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.13038772344589233,96,False,-0.14022325,-2.769818
5ffd963397c9,Design theory,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,"Eder, W.Ernst",1987,,,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.1673210859298706,175,False,0.3073355,-5.8095956
60c69d24c5a3,Design methods,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,"Cash, Philip (1); Daalhuizen, Jaap (2); Hekkert, Paul (3)",2023,Design Studies,10.1016/j.destud.2023.101204,,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.10190123319625854,34,False,0.346787,-3.3389108
615169de6f0e,Design Guidelines,From interaction to trajectories: designing coherent journeys through user experiences,"Benford, Steve and Giannachi, Gabriella and Koleva, Boriana and Rodden, Tom",2009,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/1518701.1518812,https://doi.org/10.1145/1518701.1518812,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.14984631538391113,143,False,-1.0548068,-2.3976421
6194ef223969,Design theory,A typology of Urban Design theories and its application to the shared body of knowledge,Hooman Foroughmand Araabi,2015,Urban Design International,,https://www.semanticscholar.org/paper/89914fef1674939de30d51f67c4e54d2aee8e0dd,0,Theory · Research · Design Knowledge,"theory, research, design knowledge, methods, principles, design theory","This exploratory cluster contains 227 papers. Frequent terms include theory, research, design knowledge, methods, principles, design theory. Representative papers include Towards a Method for Design Principle Development in Information Systems; Conceptual foundations of design problem solving; The anatomy of a design theory.",0.15080386400222778,145,False,0.31476933,-5.61831
