paper_id,keyword,title,authors,year,venue,doi,url,cluster,cluster_label_candidate,distinguishing_evidence_terms,cluster_summary_candidate,distance_to_centroid,representative_rank,is_representative_top3,umap_x,umap_y
368e4036648e,Design Patterns,From Directional Stimuli to Prompt Architectures: Documenting the Practice of Meta-Prompting,D. Ligot,2026,Social Science Research Network,,https://www.semanticscholar.org/paper/cc6622c7b5aec35fb3b4174aa730a28c6c5c0844,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.19387316703796387,105,False,0.3905432,2.1542082
38f057747444,Design knowledge,Reusable design: A proposed approach to Public Health Informatics system design,B. Reeder; Rebecca A. Hills; G. Demiris; D. Revere; Jamie Pina,2011,BMC Public Health,,https://www.semanticscholar.org/paper/9c8b1c67ac970533f6aee74d608749c545113cdd,8,Information · Design Theory · Theory,"information, design theory, theory, information systems, systems, data","This exploratory cluster contains 8 papers. Frequent terms include information, design theory, theory, information systems, systems, data. Representative papers include Web-based information systems: Developing a design theory; Process design theory for digital information services; Using System Dynamics to Construct Design Theory for Community Information Systems.",0.12848365306854248,6,False,-0.86889684,0.81363994
39fee30eb03c,Design knowledge,Cutting Cubes Out of Fog: The Whole View of Design,P. Whitney; Andr√© Nogueira,2020,"She Ji: The Journal of Design, Economics and Innovation",,https://www.semanticscholar.org/paper/435277a3e5471ed7631d518071836b93944925b0,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.10422390699386597,8,False,-1.295265,0.76181406
3a87795ac48c,Design Patterns,Framework for Designing and Evaluating Game Achievements,Juho Hamari; V. Eranti,2011,DiGRA Conference,,https://www.semanticscholar.org/paper/4de775e4ffb6e1457af1e816baaa8c99cc4a0def,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.19721806049346924,110,False,-2.6442485,2.0472236
3f7b5dc9fc40,Design theory,Concerning the Epistemology of Design: The Role of the Eco-Cognitive Model of Abduction in Pragmatism,Alger Sans Pinillos; A. Estany,2023,Philosophies,,https://www.semanticscholar.org/paper/7e135cc8cc3f2977f008136b33bf88e38576edcc,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.14327013492584229,16,False,-1.4630809,-0.53648764
4000c6073b5d,Design Patterns,Design Principles for Internal Domain-Specific Languages: A Pattern Catalog Illustrated by Ruby,S. G√ºnther,2013,,,https://www.semanticscholar.org/paper/f87e9b8e062bd9dbd0d055a23d6168ba5f260157,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.15207582712173462,27,False,-0.06972583,3.4588437
40034332988c,Design rationale,Redesigning the rationale for design rationale,"Atwood, Michael E. (1); Horner, John (1)",2007,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-540-73105-4_2,,0,Rationale · Design Rationale · Dr,"rationale, design rationale, dr, argumentation, rationales, model","This exploratory cluster contains 13 papers. Frequent terms include rationale, design rationale, dr, argumentation, rationales, model. Representative papers include Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication; Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication; Redesigning the rationale for design rationale.",0.06685805320739746,3,True,-2.71394,0.2617655
4025e28730c1,Design theory,Conceptual foundations of design problem solving,"Smith, G.F. (1); Browne, G.J.",,"IEEE Transactions on Systems, Man and Cybernetics",10.1109/21.260655,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.0956505537033081,4,False,-1.4978724,0.27689052
40668e23fbab,Design knowledge,Dimensions of knowledge in prototyping: A review and characterisation of prototyping methods and their contributions to design knowledge,"Real, Ricardo (1); C., Snider; M., Goudswaard; B., Hicks",2021,Proceedings of the Design Society,10.1017/pds.2021.130,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.13496649265289307,15,False,-0.8337444,-1.9751598
40a2d86cd488,Design methods,Elements of a design method - a basis for describing and evaluating design methods,"Gericke, K. (1); Eckert, C. (2); Stacey, M. (3)",,Design Science,10.1017/dsj.2022.23,,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.05311006307601929,1,True,0.6403676,-0.64701855
41443180c5b4,Design theory,"Service Ecosystem Design: Propositions, Process Model, and Future Research Agenda",J. Vink; Kaisa Koskela-Huotari; B. Tronvoll; B. Edvardsson; Katarina Wetter-Edman,2020,Journal of services research,,https://www.semanticscholar.org/paper/ac1bd39fb2c3e185247823c8a846c9829bb5ce27,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1682458519935608,76,False,-0.443003,0.5483541
42c66c187222,Design principles,Toward an effective approach to collaboration education: A taxonomy for game design,A. Loparev; C. A. Egert,2015,,10.1109/GEM.2015.7377203,,7,Learning · Learners · Video,"learning, learners, video, studio, collaboration, synchronous","This exploratory cluster contains 10 papers. Frequent terms include learning, learners, video, studio, collaboration, synchronous. Representative papers include Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review; Towards a design theory of blended learning curriculum; Personalising learning: towards a coherent learning design framework.",0.12099075317382812,6,False,-2.4623563,2.689218
43856ed76df1,Design Rules,Hybrid Prototyping: Pure Theory or a Practical Solution to Accelerating Prototyping Tasks?,David Mathias; C. Snider; B. Hicks,2019,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/9f9e2a02a0991265112e3a3b729389070bdb496f,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2522047758102417,143,False,0.09488032,-1.7243695
43fee329f83e,Design theory,Process design theory for digital information services,"Wijnhoven, Fons (1)",2008,Methods and Tools for Effective Knowledge Life-Cycle-Management,10.1007/978-3-540-78431-9_31,,8,Information · Design Theory · Theory,"information, design theory, theory, information systems, systems, data","This exploratory cluster contains 8 papers. Frequent terms include information, design theory, theory, information systems, systems, data. Representative papers include Web-based information systems: Developing a design theory; Process design theory for digital information services; Using System Dynamics to Construct Design Theory for Community Information Systems.",0.07056152820587158,2,True,-0.0031946185,0.59269726
44848ca19e31,Design principles,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",M. Shaw,2025,,10.1109/Designing66910.2025.00016,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.142616868019104,43,False,0.14543205,2.164661
4567075d70b4,Design rationale,Making Argumentation Serve Design,G. Fischer; A. C. Lemke; Ray McCall; A. M√∏rch,1996,Hum. Comput. Interact.,,https://www.semanticscholar.org/paper/3030e27be928a7240a7e390ad8a09ba979d0cac9,0,Rationale · Design Rationale · Dr,"rationale, design rationale, dr, argumentation, rationales, model","This exploratory cluster contains 13 papers. Frequent terms include rationale, design rationale, dr, argumentation, rationales, model. Representative papers include Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication; Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication; Redesigning the rationale for design rationale.",0.07263976335525513,6,False,-2.7849395,0.3221952
48af90d5dfe7,Design Guidelines,Design Guidelines for Domain Specific Languages,Gabor Karsai; Holger Krahn; Claas Pinkernell; Bernhard Rumpe; Martin Schindler; Steven V√∂lkel,2014,arXiv.org,,https://www.semanticscholar.org/paper/26640e6ab9ea74e28d9401eaf3f66a78a2ab19b7,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.17030072212219238,79,False,-0.10953716,3.2532158
498a6aa649eb,Design Patterns,Service engineering design patterns,"Milanovic, N. (1)",,2006 2nd IEEE International Symposium on Service-oriented System Engineering,,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.11984646320343018,17,False,0.6861965,2.8924549
49d75437fd07,Design Patterns,A Framework for Design Patterns in TROPOS,T. Do; Manuel Kolp; T. Hoang; A. Pirotte,2003,Brazilian Symposium on Software Engineering,,https://www.semanticscholar.org/paper/27c4d424b3d562fdc6dd87d6f06badce56f21ee7,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.15372127294540405,28,False,0.7196778,2.9512367
4a9c96b6c482,Design Patterns,Meta patternsma means for capturing the essentials of reusable object-oriented design,"Pree, Wolfgang (1)",1994,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.10643637180328369,12,False,0.58432895,3.337461
4ac74ce3f335,Design rationale,Towards a framework for documentation design: an abstract model of computer-mediated activity,"van Loggem, Brigit",2013,Proceedings of the 31st European Conference on Cognitive Ergonomics,10.1145/2501907.2501953,https://doi.org/10.1145/2501907.2501953,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.137251079082489,32,False,-0.005709742,1.4987699
4b599d3e2eb0,Design knowledge,Immodest Proposals: Research Through Design and Knowledge,"Bardzell, Jeffrey and Bardzell, Shaowen and Koefoed Hansen, Lone",2015,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems,10.1145/2702123.2702400,https://doi.org/10.1145/2702123.2702400,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.12685632705688477,20,False,-1.8858405,-0.8689956
4c8bdfbd1309,Design rationale,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,"Shipman, F.M., III (1); McCall, R.J.",,"(AI EDAM) Artificial Intelligence for Engineering Design, Analysis and Manufacturing",10.1017/S089006040000192X,,0,Rationale · Design Rationale · Dr,"rationale, design rationale, dr, argumentation, rationales, model","This exploratory cluster contains 13 papers. Frequent terms include rationale, design rationale, dr, argumentation, rationales, model. Representative papers include Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication; Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication; Redesigning the rationale for design rationale.",0.052113115787506104,1,True,-2.9431834,0.43473297
4db508a9681a,Design theory,Philosophy of design: A meta-theoretical structure for design theory,"Love, Terence",2000,Design Studies,10.1016/S0142-694X(99)00012-5,,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.06741142272949219,6,False,-1.2510418,-0.30823725
4e727e38805c,Design Patterns,"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration",J. Wang; X. Shu; B. Bach; U. Hinrichs,2025,,10.1109/TVCG.2024.3456311,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2019941806793213,118,False,-2.0432305,-0.34490314
4effa8e553a8,Design knowledge,Toward Engineering Design Principles for HCI,"Long, John (1); Cummaford, Steve (2); Stork, Adam (3)",2022,Synthesis Lectures on Human-Centered Informatics,10.2200/s01172ed1v02y202202hci055,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1571992039680481,61,False,0.6606506,0.3904321
4fb2c242dfee,Design Patterns,Coupling of design patterns: common practices and their benefits,"McNatt, W.B. (1); Bieman, J.M. (1)",,25th Annual International Computer Software and Applications Conference. COMPSAC 2001,10.1109/CMPSAC.2001.960670,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.10709428787231445,13,False,0.49856725,3.6875541
5000c5049cbd,Design knowledge,Learning design knowledge as generalization,"Li, Heng (1); Wu, Xindong (1)",1998,Cybernetics and Systems,,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.20112371444702148,115,False,-0.37820327,-1.1870582
50c94f5857d8,Design theory,Eight Components of a Design Theory of Sonification,M. Nees,2019,Proceedings of the 25th International Conference on Auditory Display (ICAD 2019),,https://www.semanticscholar.org/paper/5e41b7e4f9a1804f3369a8815558f7989daff1df,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.152380108833313,18,False,-1.0750536,-0.5219465
5389fb1cc38b,Design methods,Elements of a design method – a basis for describing and evaluating design methods,K. Gericke; C. Eckert; M. Stacey,2022,Design Science,,https://www.semanticscholar.org/paper/c6983d646df77563eea8dc5d05abb895c9c8b87f,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.05385476350784302,2,True,0.61457455,-0.6869372
53adec5acee6,Design knowledge,Mapping design knowledge: 36 years of Design Studies,K. Burns; Jack Ingram; L. Annable,2016,,,https://www.semanticscholar.org/paper/a749b4fe5ef70d2391f17102eab0671f5d3f3dc1,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.14899784326553345,48,False,-0.94140047,-0.8678355
560be0c20de7,Design frameworks,"Designing for Trust, Progress, and Dignity: A Conceptual Framework for Reliability, Responsiveness, and Relational Quality in AI-Enabled Service Systems",M. Colgate; Orla Colgate,2026,Information,,https://www.semanticscholar.org/paper/51493efcd757168bfe90566436e0982efe07bfd9,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.16014164686203003,66,False,-0.43660632,2.297243
5611cdb5c33a,Design methods,Generating implications for design through design research,"Sas, Corina and Whittaker, Steve and Dow, Steven and Forlizzi, Jodi and Zimmerman, John",2014,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/2556288.2557357,https://doi.org/10.1145/2556288.2557357,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.13119792938232422,23,False,-1.2374568,-1.1735353
5a05967135ba,Design Patterns,Cross-cultural adaptation of educational design patterns at scale,Carmen Jane Vallis; Huyen Thi Ngoc Nguyen; Adrian Norman,2024,Journal of Work-Applied Management,,https://www.semanticscholar.org/paper/a289e650dcf66ee89360651d91afbb407cca0c77,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2018756866455078,117,False,-1.5388551,3.3911145
5a716d80ac6b,Design knowledge,Towards a Method for Design Principle Development in Information Systems,"MoÃàller, F. (1); Guggenberger, T.M. (1); Otto, B. (1)",,"Designing for Digital Transformation. Co-Creating Services with Citizens and Industry. 15th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2020. Proceedings. Lecture Notes in Computer Science (LNCS 12388)",10.1007/978-3-030-64823-7_20,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.08248567581176758,1,True,-0.32263312,-0.3743048
5a973fb8ae6f,Design theory,ICT-Enabled Self-Management of Chronic Diseases: Literature Review and Analysis Using Value-Sensitive Design,M. Dadgar; K. D. Joshi,2015,,10.1109/HICSS.2015.388,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.2509286403656006,141,False,-0.6105924,0.8870607
5b3b013c191d,Design theory,Towards a unified terminology for sonification and visualization,K. Enge; A. Rind; Michael Iber; Robert H√∂ldrich; W. Aigner,2023,Personal and Ubiquitous Computing,,https://www.semanticscholar.org/paper/79f758f21333f7a0a552329d1b8ad8cf8bfd0154,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.24782311916351318,140,False,-1.530923,-0.5693737
5b52ec143fa6,Design theory,The ECC Methodology for Architecture Design Theory and Practices Research,Fathi Bashier,2021,IOP Conference Series: Materials Science and Engineering,,https://www.semanticscholar.org/paper/e2e838097c3370c8b6bf8c86a344609304d86bac,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1401621699333191,38,False,0.392027,-0.38247478
5ba50396ff25,Design methods,What is a Convention in Interactive Narrative Design?,"Koenitz, H. (1); Roth, C. (1); Dubbelman, T. (1); Knoller, N. (1)",,"Interactive Storytelling. 10th International Conference on Interactive Digital Storytelling, ICIDS 2017. Proceedings: LNCS 10690",10.1007/978-3-319-71027-3_29,,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.16548645496368408,71,False,-1.7353994,2.291734
5c096c480387,Design Rules,User interfaces of information retrieval systems and user friendliness,P. Vilar; M. ≈Ωumer,2013,Knji≈ænica,,https://www.semanticscholar.org/paper/9aa514c3ca92faefeccdf83e91e0ddef127ac487,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.18423831462860107,99,False,0.66213185,1.523335
5f6661254e39,Design Patterns,Ethical Encounters in Design Practice: A Framework Grounded in Practitioner Experience,"\""Oz, Gizem and Dindler, Christian and Gall Krogh, Peter and Lindberg, Sharon",2026,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,10.1145/3772318.3791435,https://doi.org/10.1145/3772318.3791435,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.1506561040878296,10,False,0.41357556,-0.8912451
5ffd963397c9,Design theory,THEORY OF TECHNICAL SYSTEMS - PREREQUISITE TO DESIGN THEORY.,"Eder, W.Ernst",1987,,,,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.15177500247955322,17,False,-0.6755195,-0.18708485
60c69d24c5a3,Design methods,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,"Cash, Philip (1); Daalhuizen, Jaap (2); Hekkert, Paul (3)",2023,Design Studies,10.1016/j.destud.2023.101204,,5,Method · Methods · Ethical,"method, methods, ethical, design methods, ethics, ethics focused","This exploratory cluster contains 10 papers. Frequent terms include method, methods, ethical, design methods, ethics, ethics focused. Representative papers include Elements of a design method - a basis for describing and evaluating design methods; Elements of a design method – a basis for describing and evaluating design methods; Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework.",0.0652957558631897,3,True,0.7160965,-0.67358387
615169de6f0e,Design Guidelines,From interaction to trajectories: designing coherent journeys through user experiences,"Benford, Steve and Giannachi, Gabriella and Koleva, Boriana and Rodden, Tom",2009,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,10.1145/1518701.1518812,https://doi.org/10.1145/1518701.1518812,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.17953836917877197,92,False,-1.2981156,2.3573015
6194ef223969,Design theory,A typology of Urban Design theories and its application to the shared body of knowledge,Hooman Foroughmand Araabi,2015,Urban Design International,,https://www.semanticscholar.org/paper/89914fef1674939de30d51f67c4e54d2aee8e0dd,4,Theory · Design Theory · Theories,"theory, design theory, theories, theory sep, research, design research","This exploratory cluster contains 18 papers. Frequent terms include theory, design theory, theories, theory sep, research, design research. Representative papers include The anatomy of a design theory; Theory construction in design research. Criteria, approaches, and methods.; Four Criteria for Design Theories.",0.13694298267364502,14,False,-0.90471625,-0.42864776
65c31c577170,Design Guidelines,The Rough Mile: Testing a Framework of Immersive Practice,"Spence, Jocelyn and Hazzard, Adrian and McGrath, Sean and Greenhalgh, Chris and Benford, Steve",2017,Proceedings of the 2017 Conference on Designing Interactive Systems,10.1145/3064663.3064756,https://doi.org/10.1145/3064663.3064756,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.23258399963378906,133,False,-1.6105983,2.2536595
660ca24145b2,Design frameworks,The E-Design Assessment Tool: an evidence-informed approach towards a consistent terminology for quantifying online distance learning activities,Helen Walmsley-Smith; Lynn Machin; G. Walton,2019,Research in Learning Technology,,https://www.semanticscholar.org/paper/b16b678f10cc89599644f2c85895dbff730b3569,7,Learning · Learners · Video,"learning, learners, video, studio, collaboration, synchronous","This exploratory cluster contains 10 papers. Frequent terms include learning, learners, video, studio, collaboration, synchronous. Representative papers include Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review; Towards a design theory of blended learning curriculum; Personalising learning: towards a coherent learning design framework.",0.12348663806915283,7,False,-2.1720605,3.1559207
66d4b9b36f31,Design theory,"SHEAFIFICATION AS A DESIGN TECHNIQUE FOR CREATIVE PRESERVATION – PRINCIPLES, ILLUSTRATIONS, AND FIRST APPLICATIONS",P. le Masson; A. Hatchuel; B. Weil,2023,Proceedings of the Design Society,,https://www.semanticscholar.org/paper/d28da3cd68003e5f171ae5f7535602430cfc0ad5,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.23769032955169678,134,False,-0.51400137,-1.3246278
677c4dc89d1d,Design Patterns,Elemental design patterns: A formal semantics for composition of OO software architecture,"McC Smith, J. (1); Stotts, D. (1)",2003,"Proceedings - 27th Annual NASA Goddard / IEEE Software Engineering Workshop, SEW 2002",10.1109/SEW.2002.1199472,,3,Patterns · Pattern · Design Patterns,"patterns, pattern, design patterns, patterns sep, software, language","This exploratory cluster contains 35 papers. Frequent terms include patterns, pattern, design patterns, patterns sep, software, language. Representative papers include Industrial experience with design patterns; A pattern approach to interaction design; Understanding and using patterns in software development.",0.07954096794128418,6,False,0.76395565,3.3271356
67d72b35ce6b,Design theory,A nascent design theory for explainable intelligent systems,L. Herm; Th. Steinbach; Jonas Wanner; Christian Janiesch,2022,Electronic Markets,,https://www.semanticscholar.org/paper/edb6c93255bbaa879f6d4af173a947a2026ed4c6,8,Information · Design Theory · Theory,"information, design theory, theory, information systems, systems, data","This exploratory cluster contains 8 papers. Frequent terms include information, design theory, theory, information systems, systems, data. Representative papers include Web-based information systems: Developing a design theory; Process design theory for digital information services; Using System Dynamics to Construct Design Theory for Community Information Systems.",0.10441362857818604,4,False,-0.54903394,1.3872555
6aeae7ccf85b,Design knowledge,Toward a Framework for the Design of Interactive Technology for Nature Recreation,Michael D. Jones; Tuomas Kari; Daniel Reich; Barrett Ens; Siyi Liu; Solomon B. Pobee; F. Mueller,2025,International journal of human computer interactions,,https://www.semanticscholar.org/paper/27eb58f9f616fb54aae331fcbec9abdb5496f5e0,-1,Noise / weak affinity,"principles, knowledge, game, theory, systems, research",148 papers were left unassigned by the density model. They are retained as evidence of weak affinity rather than treated as an algorithm failure.,0.1691250205039978,78,False,-1.5375606,2.231108
6b9f020cd024,Design knowledge,Design knowledge for decision-making process in a DFX product design approach,"Wang, Keqin (1); Roucoules, Lionel (2); Tong, Shurong (1); Eynard, Benoit (2); Matta, Nada (2)",2008,Global Design to Gain a Competitive Edge: An Holistic and Collaborative Design Approach Based on Computational Tools,10.1007/978-1-84800-239-5_13,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.0973670482635498,7,False,-0.770867,-2.159823
6d926f3c4a97,Design knowledge,A domain reference ontology for design science research knowledge bases,"Piest, Jean Paul Sebastian (1); Jales de Oliviera, Victor Benoiston (2); de Alencar Silva, Patr√≠cio (2); Ricardo da Cunha, Manoel (2); van Sinderen, Marten (1)",2024,CEUR Workshop Proceedings,,,2,Knowledge · Dsr · Design Knowledge,"knowledge, dsr, design knowledge, research, product, science research","This exploratory cluster contains 23 papers. Frequent terms include knowledge, dsr, design knowledge, research, product, science research. Representative papers include A Typology of Knowledge Creation in Design Science Research Projects; Utilizing, Producing, and Contributing Design Knowledge in DSR Projects; A Multi-Grounded Design Research Process.",0.14500880241394043,19,False,-1.4651102,-1.8018299
