download_order,status,paper_id,keyword,year,title,authors,venue,doi,download_url,suggested_filename,existing_pdf_path,source_hint,notes,auto_status,auto_source,auto_message
111,missing,fc4c2b9d38d7,Design knowledge,2006,A framework for supporting architecture knowledge and rationale management,"Babar, Muhammad Ali (1); Gorton, Ian (1); Kitchenham, Barbara (1)",Rationale Management in Software Engineering,10.1007/978-3-540-30998-7_11,https://doi.org/10.1007/978-3-540-30998-7_11,978.3.540.30998.7.11.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
112,missing,495817cc9c25,Design knowledge,2006,"Object-oriented design knowledge: Principles, heuristics and best practices","Garzás, Javier (1); Piattini, Mario (2)","Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices",10.4018/978-1-59140-896-3,https://doi.org/10.4018/978-1-59140-896-3,978.1.59140.896.3.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 429 | OpenAlex location landing_page: ConnectTimeout
113,missing,a140a90ce7b9,Design knowledge,2006,The object-oriented design knowledge ontology,"Garzás, Javier (1); Piattini, Mario (2)","Object-Oriented Design Knowledge: Principles, Heuristics and Best Practices",10.4018/978-1-59140-896-3.ch002,https://doi.org/10.4018/978-1-59140-896-3.ch002,978.1.59140.896.3.ch002.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 429
115,missing,60c69d24c5a3,Design methods,2023,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,"Cash, Philip (1); Daalhuizen, Jaap (2); Hekkert, Paul (3)",Design Studies,10.1016/j.destud.2023.101204,https://doi.org/10.1016/j.destud.2023.101204,j.destud.2023.101204.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex oa_url; OpenAlex location pdf_url; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex oa_url: not PDF (text/html;charset=UTF-8) | OpenAlex location pdf_url: HTTP 403 | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
116,missing,b5d968168f35,Design methods,2023,A Framework of Design Method Corroboration,"Thoring, Katja (1); Mueller, Roland M. (2); Lecuna, Alejandro (3); Badke-Schaub, Petra (4)",Proceedings of the Annual Hawaii International Conference on System Sciences,,,A_Framework_of_Design_Method_Corroboration.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
118,missing,d330bde18c87,Design methods,,Languaging design methods,"Gray, C.M. (1)",Design Studies,10.1016/j.destud.2021.101076,https://doi.org/10.1016/j.destud.2021.101076,j.destud.2021.101076.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
119,missing,5ba50396ff25,Design methods,,What is a Convention in Interactive Narrative Design?,"Koenitz, H. (1); Roth, C. (1); Dubbelman, T. (1); Knoller, N. (1)","Interactive Storytelling. 10th International Conference on Interactive Digital Storytelling, ICIDS 2017. Proceedings: LNCS 10690",10.1007/978-3-319-71027-3_29,https://doi.org/10.1007/978-3-319-71027-3_29,978.3.319.71027.3.29.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
120,missing,dbf31702e533,Design methods,2020,Patterns for living lab practice: describing key know-how to promote service co-creation with users,"Akasaka, Fumiya (1); Yasuoka, Mika (2); Nakatani, Momoko (1); Kimura, Atsunobu (1); Ihara, Masayuki (1)",International Journal of Automation Technology,10.20965/ijat.2020.p0769,https://doi.org/10.20965/ijat.2020.p0769,ijat.2020.p0769.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex oa_url; OpenAlex location landing_page,OpenAlex oa_url: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
121,missing,49719118a4a0,Design methods,2019,Progressive collapse of structures – review and outlook,"Starossek, U. (1)","Advances in Engineering Materials, Structures and Systems: Innovations, Mechanics and Applications - Proceedings of the 7th International Conference on Structural Engineering, Mechanics and Computation, 2019",10.1201/9780429426506-364,https://doi.org/10.1201/9780429426506-364,9780429426506.364.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
122,missing,4934044e5959,Design methods,2019,Constraint management for concept ideation in conceptual design,"Liu, Ang (1); Wang, Yuchen (1); Teo, Ivan (1); Lu, Stephen (2)",CIRP Journal of Manufacturing Science and Technology,10.1016/j.cirpj.2018.11.006,https://doi.org/10.1016/j.cirpj.2018.11.006,j.cirpj.2018.11.006.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
123,missing,4a9c96b6c482,Design Patterns,1994,Meta patternsma means for capturing the essentials of reusable object-oriented design,"Pree, Wolfgang (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,Meta_patternsma_means_for_capturing_the_essentials_of_reusable_object_oriented_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
124,missing,2b7b4d1ed27a,Design Patterns,,Using design patterns: elements of reusable architectures,"Vlissides, J. (1)",OOP '95. Conference Proceedings,,,Using_design_patterns_elements_of_reusable_architectures.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
125,missing,b967c3a334ff,Design Patterns,1995,Industrial experience with design patterns,"Beck, Kent (1); Coplien, James O. (1); Crocker, Ron (1); Dominick, Lutz (1); Meszaros, Gerard (1); Paulisch, Frances (1); Vlissides, John (1)",Proceedings - International Conference on Software Engineering,,,Industrial_experience_with_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
126,missing,774e05395765,Design Patterns,1996,Understanding and using patterns in software development,"Riehle, D. (1); Zullighoven, H. (1)",Theory and Practice of Object Systems,10.1002/(SICI)1096-9942(1996)2:13.0.CO;2-%23,https://doi.org/10.1002/(SICI)1096-9942(1996)2:13.0.CO;2-%23,sici.1096.9942.1996.2.13.0.co.2.23.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
127,missing,da5dd15cd345,Design Patterns,,A functional theory of design patterns,"Bhatta, S.R. (1); Goel, A.K.",IJCAI-97. Proceedings of the Fifteenth International Joint Conference on Artificial Intelligence,,,A_functional_theory_of_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
128,missing,f1a4dde3d156,Design Patterns,1997,Catalogue of general-purpose software design patterns,"Tichy, Walter F. (1)","Proceedings of the Conference on Technology of Object-Oriented Languages and Systems, TOOLS",,,Catalogue_of_general_purpose_software_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
129,missing,4911e795230f,Design Patterns,,Implementing patterns,"Soukup, J.",C++ Report,,,Implementing_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
130,missing,d56cd856926c,Design Patterns,,Pedagogical patterns: picking up the design patterns approach,"Abreu, F.B.E. (1)",Object Expert,,,Pedagogical_patterns_picking_up_the_design_patterns_approach.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
131,missing,40848ec101fc,Design Patterns,,Design pattern in object-oriented technology,Ding Xin (1); Chen Yiyun (1); Shi Xiang (1),Mini-Micro Systems,,,Design_pattern_in_object_oriented_technology.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
132,missing,b458715f3f4e,Design Patterns,,AntiPatterns,"McCormick, H.W.; Malveaux, R.",Dr. Dobb's Journal,,,AntiPatterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
133,missing,001fdbe8c5a1,Design Patterns,,Giving “the quality” a name: precise specification of design patterns−a second look at the manuscripts,"Eden, A.H. (1)",JOOP,,,Giving_the_quality_a_name_precise_specification_of_design_patterns_a_second_look_at_the_ma.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
134,missing,bc6d0afdec8f,Design Patterns,1999,Design patterns for component-oriented software development,"Rege, Karl (1)",Conference Proceedings of the EUROMICRO,10.1109/EURMIC.1999.794784,https://doi.org/10.1109/EURMIC.1999.794784,eurmic.1999.794784.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
135,missing,b9f64070ed9a,Design Patterns,,“Modeling-by-Patterns” of Web applications,"Garzotto, F. (1); Paolinil, P. (1); Bolchini, D.; Valenti, S.","Advances in Conceptual Modeling. ER'99 Workshop on Evolution and Change in Data Management, Reverse Engineering in Information Systems, and the World Wide Web and Conceptual Modeling. Proceedings (Lecture Notes in Computer Science Vol.1727)",,,Modeling_by_Patterns_of_Web_applications.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
136,missing,87b61e77d082,Design Patterns,2000,Analysis patterns,"Šešera, L’ubor (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/3-540-44411-4_9,https://doi.org/10.1007/3-540-44411-4_9,3.540.44411.4.9.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
137,missing,953ab6888562,Design Patterns,,Analysis patterns,"Sesera, L. (1)",SOFSEM 2000: Theory and Practice of Informatics. 27th Conference on Current Trends in Theory and Practice of Informatics. Proceedings (Lecture Notes in Computer Science Vol.1963),,,Analysis_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
138,missing,a0d1057f0acb,Design Patterns,2000,Pattern approach to interaction design,"Borchers, Jan O. (1)","Proceedings of the Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques, DIS",,,Pattern_approach_to_interaction_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
139,missing,242644458c6e,Design Patterns,2001,A pattern approach to interaction design,"Horchers, Jan O. (1, 2)",AI and Society,10.1007/bf01206115,https://doi.org/10.1007/bf01206115,bf01206115.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
141,missing,677c4dc89d1d,Design Patterns,2003,Elemental design patterns: A formal semantics for composition of OO software architecture,"McC Smith, J. (1); Stotts, D. (1)","Proceedings - 27th Annual NASA Goddard / IEEE Software Engineering Workshop, SEW 2002",10.1109/SEW.2002.1199472,https://doi.org/10.1109/SEW.2002.1199472,sew.2002.1199472.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8) | OpenAlex location landing_page: SSLError
142,missing,1151f6830f77,Design Patterns,,Design patterns in intelligent systems,"Peters, J.F. (1)","Foundations of Intelligent Systems. 14th International Symposium, ISMIS 2003. Proceedings (Lecture Notes in Artificial Intelligence Vol.2871)",,,Design_patterns_in_intelligent_systems.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
143,missing,a3bc8ece9d73,Design Patterns,,Use of design patterns in analogy-based design,"Goel, A.K. (1); Bhatta, S.R.",Advanced Engineering Informatics,10.1016/j.aei.2004.09.003,https://doi.org/10.1016/j.aei.2004.09.003,j.aei.2004.09.003.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
144,missing,098c9db1090d,Design Patterns,,A semantic representation for domain-specific patterns,"Montero, S. (1); Diaz, P. (1); Aedo, I. (1)","Metainformatics. International Symposium, MIS 2004. Revised Selected Papers (Lecture Notes in Computer Science Vol. 3511)",,,A_semantic_representation_for_domain_specific_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
145,missing,287b2d823523,Design Patterns,2004,Architecture pattern organization,"Kapadia, Riaz (1); Sarkar, Santonu (1); Modi, Reva (1)","Proceedings of the International Conference on Software Engineering Research and Practice, SERP'04",,,Architecture_pattern_organization.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
146,missing,99cc9d73669c,Design Patterns,2005,Micro patterns in Java code,"Gil, Joseph (1); Maman, Itay (1)","Proceedings of the Conference on Object-Oriented Programming Systems, Languages, and Applications, OOPSLA",,,Micro_patterns_in_Java_code.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
147,missing,5cc118253cb0,Design Patterns,2006,Design patterns for real-time distributed system,"Xu, Yiqin (1); Sang, Daisy F. (1); Peng, Chang-Shyh (2)","Proceedings of the ISCA 15th International Conference on Software Engineering and Data Engineering, SEDE 2006",,,Design_patterns_for_real_time_distributed_system.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
148,missing,498a6aa649eb,Design Patterns,,Service engineering design patterns,"Milanovic, N. (1)",2006 2nd IEEE International Symposium on Service-oriented System Engineering,,,Service_engineering_design_patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
149,missing,c7afdd089fdd,Design Patterns,2007,Toward patterns for collaborative knowledge creation,"Haoxiang, Xia (1); Zhaoguo, Xuan (1); Taketoshi, Yosbida (2); Zhongtuo, Wang (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,Toward_patterns_for_collaborative_knowledge_creation.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
150,missing,a9303960f19a,Design Patterns,2007,Abstraction in computer science,"Colburn, Timothy (1); Shute, Gary (1)",Minds and Machines,10.1007/s11023-007-9061-7,https://doi.org/10.1007/s11023-007-9061-7,s11023.007.9061.7.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
151,missing,6f73a944b8d6,Design Patterns,2008,Video collaboratories for research and education: An analysis of collaboration design patterns,"Pea, Roy (1); Lindgren, Robb (1)",IEEE Transactions on Learning Technologies,10.1109/TLT.2009.5,https://doi.org/10.1109/TLT.2009.5,tlt.2009.5.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
152,missing,00fc3fcb374a,Design Patterns,,Complex Operators: The Correspondence between the Visitor and Builder Design Patterns,"Wilkins, A.J. (1); Jenness, J. (1)",Proceedings of the 2009 International Conference on Software Engineering Research & Practice. SERP 2009,,,Complex_Operators_The_Correspondence_between_the_Visitor_and_Builder_Design_Patterns.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
153,missing,2fdfe19e4493,Design Patterns,,E-Business Design: A Shift to Adaptability,"Marca, D.A. (1)",Proceedings of the International Conference on Wireless Information Networks and Systems,,,E_Business_Design_A_Shift_to_Adaptability.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
154,missing,69560ebf92b1,Design Patterns,,E-business design,"Marca, D.A. (1)",Proceedings of the International Conference on e-Business,,,E_business_design.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
155,missing,51099fe3fdce,Design Patterns,2010,Making Sense of Design Patterns,"Hoekstra, Rinke (1, 2); Breuker, Joost (1)",Lecture Notes in Computer Science,10.1007/978-3-642-16438-5_23,https://doi.org/10.1007/978-3-642-16438-5_23,978.3.642.16438.5.23.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: not PDF (text/html;charset=UTF-8)
157,missing,1445730be68b,Design principles,,A problem-based approach to the advancement of heuristics for socio-technical evaluation,"Herrmann, T. (1); Jahnke, I. (2); Nolte, A. (3, 4)",Behaviour & Information Technology,10.1080/0144929X.2021.1972157,https://doi.org/10.1080/0144929X.2021.1972157,0144929x.2021.1972157.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
158,missing,d893185b7873,Design principles,,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,"Long, J. (1); Cummaford, S. (2); Stork, A. (3)",Toward Engineering Design Principles for HCI. Synthesis Lectures on Human-Centered Informatics,10.1007/978-3-031-79215-1_2,https://doi.org/10.1007/978-3-031-79215-1_2,978.3.031.79215.1.2.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
159,missing,fee96194a322,Design principles,,Personalising learning: towards a coherent learning design framework,"Zalavra, E. (1); Papanikolaou, K. (2); Dimitriadis, Y. (3); Sgouropoulou, C. (1)",2022 International Conference on Advanced Learning Technologies (ICALT),10.1109/ICALT55010.2022.00030,https://doi.org/10.1109/ICALT55010.2022.00030,icalt55010.2022.00030.pdf,,IEEE Xplore / DOI page,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=UTF-8)
160,missing,a0bac1579403,Design principles,,Analysing adaptive gamification design principles for online courses,"Sezgin, S. (1); Yüzer, T.V. (2)",Behaviour & Information Technology,10.1080/0144929X.2020.1817559,https://doi.org/10.1080/0144929X.2020.1817559,0144929x.2020.1817559.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403 | OpenAlex location landing_page: HTTP 403
161,missing,31bdafb1fc73,Design principles,2021,Explainable Medical Imaging AI Needs Human-Centered Design: Guidelines and Evidence from a Systematic Review,"Chen, Haomin (1); Gomez, Catalina (1); Huang, Chien-Ming (1); Unberath, Mathias (1)",arXiv,,,Explainable_Medical_Imaging_AI_Needs_Human_Centered_Design_Guidelines_and_Evidence_from_a_.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
162,missing,93bb03ac03b6,Design principles,2021,Design principles for data analysis,"McGowan, Lucy DAgostino (1); Peng, Roger D. (2); Hicks, Stephanie C. (2)",arXiv,,,Design_principles_for_data_analysis.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
163,missing,2ba0daf07e8e,Design principles,,Engineering design principles as patterns of relationships in frame creation,"Rodriguez, J.B. (1); Benavides, E.M. (1)",Research in Engineering Design,10.1007/s00163-021-00362-z,https://doi.org/10.1007/s00163-021-00362-z,s00163.021.00362.z.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
164,missing,83aa5bd0e6f8,Design principles,2021,Designing Embodied Sonic Meditation,"Wu, Jiayue Cecilia (1)",ICMC 2021 - Proceedings of the International Computer Music Conference 2021,,,Designing_Embodied_Sonic_Meditation.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
165,missing,1217bfc6316e,Design Procedures,,Design research,"Gosling, W.",Conference on electronics design,,,Design_research.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
167,missing,a60240423604,Design rationale,,"Reviewing the state-of-the-art design rationale definitions, representations and capabilities","Sagoo, J. (1); Tiwari, A. (1); Alcock, J. (1)",International Journal of Design Engineering,10.1504/IJDE.2014.062377,https://doi.org/10.1504/IJDE.2014.062377,ijde.2014.062377.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
168,missing,19c286f4e44f,Design rationale,2008,Scientific design rationale,"Haynes, Steven R. (1, 2); Bach, Paula M. (1); Carroll, John M. (1)","Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",10.1017/S0890060408000243,https://doi.org/10.1017/S0890060408000243,s0890060408000243.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
169,missing,40034332988c,Design rationale,2007,Redesigning the rationale for design rationale,"Atwood, Michael E. (1); Horner, John (1)",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),10.1007/978-3-540-73105-4_2,https://doi.org/10.1007/978-3-540-73105-4_2,978.3.540.73105.4.2.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8)
170,missing,9378ab34b041,Design rationale,,Redesigning the rationale for design rationale,"Atwood, M.E. (1); Horner, J. (1)","Human-Computer Interaction - Interaction Design and Usability. Proceedings 12th International Conference, HCI International 2007",,,Redesigning_the_rationale_for_design_rationale.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
171,missing,16b7f7939f93,Design rationale,2025,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,"Mirabito, Yakira (1); Liu, Xiaowen (2); Goucher-Lambert, Kosa (1)",Journal of Mechanical Design,10.1115/1.4069232,https://doi.org/10.1115/1.4069232,1.4069232.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page,OpenAlex location landing_page: HTTP 403
172,missing,0050f73e4373,Design rationale,1997,Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication,"Shipman III, Frank M. (1); McCall, Raymond J. (1)","Artificial Intelligence for Engineering Design, Analysis and Manufacturing: AIEDAM",,,Integrating_different_perspective_on_design_rationale_Supporting_the_emergence_of_design_r.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
173,missing,4c8bdfbd1309,Design rationale,,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,"Shipman, F.M., III (1); McCall, R.J.","(AI EDAM) Artificial Intelligence for Engineering Design, Analysis and Manufacturing",10.1017/S089006040000192X,https://doi.org/10.1017/S089006040000192X,s089006040000192x.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError
174,missing,866d8935b9e0,Design rationale,1994,"Issues critical to the development of design history, design rationale and design intent systems","Ullman, David G. (1)","American Society of Mechanical Engineers, Design Engineering Division (Publication) DE",,,Issues_critical_to_the_development_of_design_history_design_rationale_and_design_intent_sy.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
175,missing,7a42dd52852e,Design rationale,1991,What's in design rationale?,"Lee, Jintae (1); Lai, Kum-Yew (1)",Human-Computer Interaction,,,What_s_in_design_rationale.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
176,missing,e875047efc35,Design rationale,,Design rationale capture as knowledge acquisition: tradeoffs in the design of interactive tools,"Gruber, T. (1); Baudin, C.; Boose, J.; Weber, J.",Machine Learning. Proceedings of the Eighth International Workshop on Machine Learning (ML91),,,Design_rationale_capture_as_knowledge_acquisition_tradeoffs_in_the_design_of_interactive_t.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
177,missing,6d339b25d458,Design rationale,,Shared Mental Models for Collaborative Mechanical Design in Mechanical Engineering,Junmin Du (1),Advanced Materials Research,10.4028/www.scientific.net/AMR.644.378,https://doi.org/10.4028/www.scientific.net/AMR.644.378,www.scientific.net.amr.644.378.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: SSLError
178,missing,edde6dc75b19,Design rationale,2009,The language of design: Theory and computation,"Dong, Andy (1)",The Language of Design: Theory and Computation,10.1007/978-1-84882-021-0,https://doi.org/10.1007/978-1-84882-021-0,978.1.84882.021.0.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html; charset=utf-8) | OpenAlex location landing_page: ConnectTimeout | OpenAlex location landing_page: ConnectTimeout
179,missing,d5d39efbe945,Design rationale,,Method rationale in method engineering,"Rossi, M. (1); Tolvanen, J.-P.; Ramesh, B.; Lyytinen, K.; Kaipala, J.",Proceedings of the 33rd Annual Hawaii International Conference on System Sciences,,,Method_rationale_in_method_engineering.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
180,missing,24bfa2182839,Design rationale,,Designing claims for reuse in interactive systems design,"Sutcliffe, A.G. (1); Carroll, J.M.",International Journal of Human-Computer Studies,10.1006/ijhc.1999.0245,https://doi.org/10.1006/ijhc.1999.0245,ijhc.1999.0245.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,failed,OpenAlex location landing_page; OpenAlex location landing_page,OpenAlex location landing_page: not PDF (text/html;charset=UTF-8) | OpenAlex location landing_page: SSLError
181,missing,2a22a314dcfb,Design Rules,Nov-90,Studying Software Architecture Through Design Spaces and Rules,"Lane, T. G.",,,,Studying_Software_Architecture_Through_Design_Spaces_and_Rules.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
182,missing,8abe5ed83bac,Design theory,1983,"DESIGN PROCESS: FRAMES, METAPHORS, AND GAMES.","Lanzara, Giovan Francesco (1)",,,,DESIGN_PROCESS_FRAMES_METAPHORS_AND_GAMES.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
183,missing,74beefd3ed50,Design theory,,"The design process: frames, metaphors, and games","Lanzara, G.F. (1)","Systems Design For, With and By the Users. Proceedings of the IFIP WG9.1 Working Conference",,,The_design_process_frames_metaphors_and_games.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
184,missing,ec380d04cf61,Design theory,1985,GENERAL DESIGN THEORY.,"Yoshikawa, Hiroyuki (1); Tomiyama, Tetsuo (1); Kumazawa, Masami (1)","Journal of the Faculty of Engineering, the University of Tokyo, Series A",,,GENERAL_DESIGN_THEORY.pdf,,DOI / publisher page / Google Scholar,needs manual download or institutional access,no_open_pdf_candidate,,
