paper_id,keyword,title,doi,year,venue,url,pdf_found,pdf_path,pdf_extract_method,full_text_chars,paragraph_count,matched_paragraph_count,discussion_found,discussion_paragraph_count,normalized_filename,pdf_metadata_title,pdf_first_page_probe,pdf_page_count,title_token_overlap,title_token_coverage,audit_status,audit_note
64085b9b57e4,Design expertise,Towards an integrative approach to researching design expertise,10.1016/j.destud.2021.101017,2021,Design Studies,,False,,,0,0,0,False,0,64085b9b57e4.pdf,,,,,,missing_pdf,
f51b21c51194,Design expertise,Understanding database design expertise,10.1016/0169-023X(95)00012-H,,Data & Knowledge Engineering,,False,,,0,0,0,False,0,f51b21c51194.pdf,,,,,,missing_pdf,
7afa6519f6fc,Design frameworks,"The experience, dynamics and artifacts framework: towards a holistic model for designing serious and entertainment games",10.1109/CoG52621.2021.9619144,,2021 IEEE Conference on Games (CoG),,True,/Users/baiyixin/Downloads/pdf_386/The_Experience_Dynamics_and_Artifacts_Framework_Towards_a_Holistic_Model_for_Designing_Serious_and_Entertainment_Games.pdf,pdfplumber,40318,27,10,False,0,7afa6519f6fc.pdf,"The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games","The Experience, Dynamics and Artifacts Framework: Towards a Holistic Model for Designing Serious and Entertainment Games Gabriel C. Natucci Marcos A. F. Borges University of Campinas University of Campinas Limeira, Brazil Limeira, Brazil gabrielnatucci@gmail.com marcosborges@ft.unicamp.br Abstract—Games have been used by educators as a mean for approached with a playful attitude” [6], one can argue that increasing learning retention and providing students with enter- every game, regardless if it is a serious or entertainment one, tainment experiences that go beyond the classroom. However, has an implicit learning goal: the player has to understand the process of creating a game for education",8,0.099,1.0,likely_match,
85ba95ab4fa0,Design Guidelines,"Six Guidelines for Trustworthy, Ethical and Responsible Automation Design",10.48550/arXiv.2508.02371,2025,arXiv,,True,/Users/baiyixin/Downloads/pdf_386/arxiv.2508.02371.pdf,pdfplumber,44460,30,10,True,6,85ba95ab4fa0.pdf,Copy of Final_Revisited version Jelinek Trust Heuristics Paper,"Six Guidelines for Trustworthy, Ethical and Responsible Automation Design Matouš Jelínek, Nadine Schlicker & Ewart de Visser Abstract Calibrated trust in automated systems (Lee and See 2004) is critical for their safe and seamless integration into society. The common goal of the various definitions of calibrated trust1 is to optimize outcomes in human-automation interaction. In other words, users should only rely on a system recommendation when it is actually correct and reject it when it is factually wrong. One requirement to achieve this goal is an accurate trustworthiness assessment, ensuring that the user's perception of the system's trustworthiness aligns with its actual trustworthiness",22,0.057,1.0,likely_match,
022ee7cf2e4e,Design Heuristics,Introduction of a standardized Notation of Design Heuristics for Knowledge Formalization,10.35199/dfx2022.08,2022,"Proceedings of the 33rd Symposium Design for X, DFX 2022",,True,/Users/baiyixin/Downloads/pdf_386/dfx2022.08.pdf,pdfplumber,26661,19,10,False,0,022ee7cf2e4e.pdf,,"33. DfX-Symposium 2022 Introduction of a standardized Notation of Design Heuristics for Knowledge Formalization Gerald Kremer1, Ina Peters1, Berkay Bingoel1, Rainer Stark1 1 Department of Industrial Information Technology, TU Berlin * Corresponding author: Gerald Kremer Institut für Werkzeugmaschinen und Fabrikbetrieb Pascalstraße 8-9 10587 Berlin  +49 (0) 30 314 27550  kremer@tu-berlin.de Abstract A wide range of tools simplify product development, e. g. Knowledge-Based Engineering Systems (KBES). Many KBES draw on knowledge derived from DfX methods. The knowledge of these methods is often available in varying degrees of detail, arising from the explicit knowledge of experts and scientist",10,0.056,1.0,likely_match,
cd211147691a,Design Heuristics,Design heuristics set for X: A design aid for assistive product concept generation,10.1016/j.destud.2018.04.003,2018,Design Studies,,False,,,0,0,0,False,0,cd211147691a.pdf,,,,,,missing_pdf,
7cb073ebacac,Design Heuristics,Formal system for the expression of target-oriented design heuristics,10.21278/idc.2018.0120,2018,"Proceedings of International Design Conference, DESIGN",,True,/Users/baiyixin/Downloads/pdf_386/idc.2018.0120.pdf,pdfplumber,33477,23,10,False,0,7cb073ebacac.pdf,FORMAL SYSTEM FOR THE EXPRESSION OF TARGET-ORIENTED DESIGN HEURISTICS,"INTERNATIONAL DESIGN CONFERENCE - DESIGN 2018 https://doi.org/10.21278/idc.2018.0120 FORMAL SYSTEM FOR THE EXPRESSION OF TARGET-ORIENTED DESIGN HEURISTICS J. Bonvoisin, T. Buchert and R. Stark Abstract In design, it is generally neither possible to list all solutions to a given problem nor to prove whether a solution is optimal. In this context, guidance can be provided to designers in the form of heuristics, i.e. solutions validated by practice which have proven to lead towards satisfactory solutions but which are not guaranteed to be optimal or perfect. This article contributes to the development of supportive design tools by providing a first formal system for the expression of target-ori",12,0.071,1.0,likely_match,
9f4dbd790fe7,Design Heuristics,Design Heuristics in Innovative Products,10.1115/1.4032219,,Journal of Mechanical Design,,False,,,0,0,0,False,0,9f4dbd790fe7.pdf,,,,,,missing_pdf,
0512599e76df,Design Heuristics,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,,2016,International Journal of Engineering Education,,False,,,0,0,0,False,0,0512599e76df.pdf,,,,,,missing_pdf,
cdd6de21b74b,Design Heuristics,Evidence-based design heuristics for idea generation,10.1016/j.destud.2016.05.001,2016,Design Studies,,False,,,0,0,0,False,0,cdd6de21b74b.pdf,,,,,,missing_pdf,
0cbc36913472,Design Heuristics,Dialogue Appropriate to Assistive Technology Product Design: A Taxonomy of Communication Formats in Relation to Modes of Sensory Perception,10.1016/j.sheji.2018.01.001,,"She Ji: The Journal of Design, Economics, and Innovation",,False,,,0,0,0,False,0,0cbc36913472.pdf,,,,,,missing_pdf,
56dcde0a4f35,Design Heuristics,THEORY OF ENGINEERING DESIGN: A STRATEGY FOR CROSS-CULTURAL ANALYSIS.,,1987,,,False,,,0,0,0,False,0,56dcde0a4f35.pdf,,,,,,missing_pdf,
f50a79b2d7e1,Design knowledge,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer,10.1080/12460125.2026.2669855,2026,Journal of Decision Systems,,True,/Users/baiyixin/Downloads/pdf_386/Towards scaling expertise with generative AI  design principles for governing AI-Mediated knowledge capture and transfer.pdf,pdfplumber,57328,40,10,True,8,f50a79b2d7e1.pdf,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge ,"Journal of Decision Systems ISSN: 1246-0125 (Print) 2116-7052 (Online) Journal homepage: www.tandfonline.com/journals/tjds20 Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer Philip O’Sullivan, Selja Seppälä & Joseph Feller To cite this article: Philip O’Sullivan, Selja Seppälä & Joseph Feller (2026) Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer, Journal of Decision Systems, 35:1, 2669855, DOI: 10.1080/12460125.2026.2669855 To link to this article: https://doi.org/10.1080/12460125.2026.2669855 © 2026 The Author(s). Published by Informa UK Limited, ",15,0.118,1.0,likely_match,
6391dee944e6,Design knowledge,Understanding What Design Research Is and Is NOT,10.4324/9781003489108-4,2026,Navigating the Landscapes of Design Research: Finding your way,,False,,,0,0,0,False,0,6391dee944e6.pdf,,,,,,missing_pdf,
02381ea80183,Design knowledge,A design theory for data quality tools in data ecosystems: Findings from three industry cases,10.1016/j.datak.2024.102333,,Data & Knowledge Engineering,,False,,,0,0,0,False,0,02381ea80183.pdf,,,,,,missing_pdf,
78ea04e5eaee,Design knowledge,Socio-technical design principles for a multi-stakeholder agriculture extension information system in Ethiopia,10.1080/02681102.2023.2279309,,Information Technology for Development,,False,,,0,0,0,False,0,78ea04e5eaee.pdf,,,,,,missing_pdf,
6d926f3c4a97,Design knowledge,A domain reference ontology for design science research knowledge bases,,2024,CEUR Workshop Proceedings,,False,,,0,0,0,False,0,6d926f3c4a97.pdf,,,,,,missing_pdf,
31314745e651,Design knowledge,Using Schema Theory to Construct the Designer's Knowledge Framework,10.1007/978-3-031-61932-8_4,,"HCI International 2024 Posters: 26th International Conference on Human-Computer Interaction, HCII 2024, Proceedings. Communications in Computer and Information Science (2114)",,False,,,0,0,0,False,0,31314745e651.pdf,,,,,,missing_pdf,
07eb3166d706,Design knowledge,A Typology of Knowledge Creation in Design Science Research Projects,10.1007/978-3-031-61175-9_10,,"Design Science Research for a Resilient Future: 19th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2024, Proceedings. Lecture Notes in Computer Science (14621)",,False,,,0,0,0,False,0,07eb3166d706.pdf,,,,,,missing_pdf,
e8f4a7417bf7,Design knowledge,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,10.1007/978-3-031-61175-9_13,,"Design Science Research for a Resilient Future: 19th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2024, Proceedings. Lecture Notes in Computer Science (14621)",,False,,,0,0,0,False,0,e8f4a7417bf7.pdf,,,,,,missing_pdf,
3058799f63c1,Design knowledge,Using Schema to Inform Method Design Practices,10.48550/arXiv.2405.00901,2024,arXiv,,True,/Users/baiyixin/Downloads/pdf_386/arxiv.2405.00901.pdf,pdfplumber,18619,15,10,False,0,3058799f63c1.pdf,,"Using Schema to Inform Method Design Practices Shruthi Sai Chivukula Colin M. Gray Pratt Institute Indiana University New York, NY, USA Bloomington, IN, USA schivuku@pratt.edu comgray@iu.edu ABSTRACT Authors Keywords ETHICAL COMPLEXITY AND METHODS There are many different forms of design knowledge Schemas, design knowledge, method design, Methodologies, methods, frameworks, and toolkits that guide and shape a designer’s ability to act and ethical complexity have been proposed by HCI and STS scholars that realize potential realities. Methods and schemas offer support to designers in value inscription, ethical CSS Concepts are examples of design knowledge commonly used prescription, and buildi",11,0.033,1.0,likely_match,
73537bfbe719,Design knowledge,A taxonomy and ontology for digital platforms,10.1016/j.is.2023.102293,,Information Systems,,True,/Users/baiyixin/Downloads/pdf_386/j.is.2023.102293.pdf,pdfplumber,73363,66,5,True,7,73537bfbe719.pdf,"Microsoft Word - 29_11_2022 a taxonomy, typlogy and ontology for digital platforms.docx","A Taxonomy and Ontology for Digital Platforms A Taxonomy and Ontology for Digital Platforms Thomas Derave1[0000-0003-1547-8333], Frederik Gailly 1,2[0000-0003-0481-9745], Tiago Prince Sales3 [0000-0002- 5385-5761], Geert Poels1,2[0000-0001-9247-6150] 1Department of Business Informatics and Operations Management, Ghent University, Tweekerkenstraat 2, 9000 Ghent, Belgium 2 CVAMO core lab Flanders Make, Faculty of Economics and Business Administration, Ghent University, Tweekerkenstraat 2, 9000, Ghent, Belgium 3 Services and Cybersecurity, Faculty of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, The Netherlands {thomas.derave, frederik.gailly, geert.p",56,0.063,1.0,likely_match,
19dd6ec0253e,Design knowledge,A principle-based philosophical framework for fashion design praxis and education in new design landscapes,10.1007/s10798-022-09794-7,,International Journal of Technology and Design Education,,True,/Users/baiyixin/Downloads/pdf_386/s10798-022-09794-7.pdf,pdfplumber,48148,37,10,False,0,19dd6ec0253e.pdf,,"International Journal of Technology and Design Education https://doi.org/10.1007/s10798-022-09794-7 A principle-based philosophical framework for fashion design praxis and education in new design landscapes Neshane Harvey1 · Piet Ankiewicz2 Accepted: 15 November 2022 © The Author(s), under exclusive licence to Springer Nature B.V. 2022 Abstract Like technology and technology education (Ankiewicz, 2019a), fashion design as a dis- cipline lacks a scientifically founded, discipline-specific philosophical framework that may hold affordances for fashion designers, research scholars, and curriculum developers. Attempting to develop an autonomous theory for fashion design might be overly ambi- tiou",18,0.083,1.0,likely_match,
bdf1addf5a10,Design knowledge,Contestable AI by Design: Towards a Framework,10.1007/s11023-022-09611-z,2023,Minds and Machines,,True,/Users/baiyixin/Downloads/pdf_386/s11023.022.09611.z.pdf,pdfplumber,60842,43,10,True,10,bdf1addf5a10.pdf,Contestable AI by Design: Towards a Framework,"Minds and Machines (2023) 33:613–639 https://doi.org/10.1007/s11023-022-09611-z Contestable AI by Design: Towards a Framework Kars Alfrink1 · Ianus Keller2 · Gerd Kortuem1 · Neelke Doorn3 Received: 21 August 2021 / Accepted: 4 August 2022 / Published online: 13 August 2022 © The Author(s) 2022 Abstract As the use of AI systems continues to increase, so do concerns over their lack of fairness, legitimacy and accountability. Such harmful automated decision-making can be guarded against by ensuring AI systems are contestable by design: responsive to human intervention throughout the system lifecycle. Contestable AI by design is a small but growing field of research. However, most available know",27,0.01,1.0,likely_match,
9eda131748eb,Design knowledge,Engineering Design Principles for HCI as a Way Forward for HCI Design Knowledge,10.1007/978-3-031-79209-0_10,,"HCI Design Knowledge: Critique, Challenge, and a Way Forward. Synthesis Lectures on Human-Centered Informatics",,False,,,0,0,0,False,0,9eda131748eb.pdf,,,,,,missing_pdf,
0b7e6111aa14,Design knowledge,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,,,Scandinavian Journal of Information Systems,,False,,,0,0,0,False,0,0b7e6111aa14.pdf,,,,,,missing_pdf,
3dbca777664c,Design knowledge,Design Principles for Boundary Spanning in Transdisciplinary Design Science Research,10.1007/978-3-031-06516-3_4,,"The Transdisciplinary Reach of Design Science Research: 17th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2022, Proceedings. Lecture Notes in Computer Science (13229)",,False,,,0,0,0,False,0,3dbca777664c.pdf,,,,,,missing_pdf,
4effa8e553a8,Design knowledge,Toward Engineering Design Principles for HCI,10.2200/s01172ed1v02y202202hci055,2022,Synthesis Lectures on Human-Centered Informatics,,False,,,0,0,0,False,0,4effa8e553a8.pdf,,,,,,missing_pdf,
364b7d9127ec,Design knowledge,Toward a Unified Model of Design Knowledge,10.1162/desi_a_00679,2022,Design Issues,,False,,,0,0,0,False,0,364b7d9127ec.pdf,,,,,,missing_pdf,
fd2392ff2aff,Design knowledge,Surveying a Landscape of Ethics-Focused Design Methods,10.48550/arXiv.2102.08909,2021,arXiv,,True,/Users/baiyixin/Downloads/pdf_386/arxiv.2102.08909.pdf,pdfplumber,94262,68,10,True,12,fd2392ff2aff.pdf,Surveying a Landscape of Ethics-Focused Design Methods,"SurveyingaLandscapeofEthics-FocusedDesignMethods SHRUTHISAICHIVUKULA,IndianaUniversity,USA ZIQINGLI,PurdueUniversity,USA ANNEC.PIVONKA,PurdueUniversity,USA JINGNINGCHEN,PurdueUniversity,USA COLINM.GRAY,PurdueUniversity,USA Overthepastdecade,HCIresearchers,designresearchers,andpractitionershaveincreasinglyaddressedethics-focusedissuesthrough arangeoftheoretical,methodologicalandpragmaticcontributionstothefield.Whilemanyformsofdesignknowledgehavebeen proposedanddescribed,wefocusexplicitlyonknowledgethathasbeencodifiedas“methods,”whichwedefineasstructuredsupports foreverydayworkpracticesofdesigners.Inthispaper,weidentify,analyze,andmapacollectionof63existingethics-focusedmethods intentionallyde",32,0.08,1.0,likely_match,
a7e06450729f,Design knowledge,Game Design as an Autonomous Research Subject,10.3390/info12090367,,Information,,True,/Users/baiyixin/Downloads/pdf_386/info12090367.pdf,pdfplumber,78220,57,10,False,0,a7e06450729f.pdf,Game Design as an Autonomous Research Subject,"informatio n Article Game Design as an Autonomous Research Subject PedroPintoNeves1,* andNelsonZagalo2 1 HEI-Lab,DepartmentofFilmandMediaArts,LusófonaUniversity,1749-024Lisbon,Portugal 2 DigiMedia,DepartmentofCommunicationandArt,UniversityofAveiro,3810-193Aveiro,Portugal; nzagalo@ua.pt * Correspondence:pedro.neves@ulusofona.pt Abstract: Thispaperexaminesthemethodsandsystemsofgamedesignfromthestandpointof existingmethodproposalsfailingtoestablishacommonbasisforsystematizingdesignknowledge, whichthispaperaimstohelpresolve.Gamedesignhasoftenbeensubsumedbygamedevelopment andassociateddisciplines,andgamedesignmethodologyhasoftenbeensubsumedbygameanalysis. Thispaperreviewsrelatedworkindefininggame",21,0.068,1.0,likely_match,
82f49b5a1905,Design knowledge,SOLUTION REPERTOIRE,,2021,"Proceedings of the 23rd International Conference on Engineering and Product Design Education, E and PDE 2021",,False,,,0,0,0,False,0,82f49b5a1905.pdf,,,,,,missing_pdf,
40668e23fbab,Design knowledge,Dimensions of knowledge in prototyping: A review and characterisation of prototyping methods and their contributions to design knowledge,10.1017/pds.2021.130,2021,Proceedings of the Design Society,,True,/Users/baiyixin/Downloads/pdf_386/pds.2021.130.pdf,pdfplumber,32699,24,10,True,4,40668e23fbab.pdf,,"INTERNATIONAL CONFERENCE ON ENGINEERING DESIGN, ICED21 16-20 AUGUST 2021, GOTHENBURG, SWEDEN DIMENSIONS OF KNOWLEDGE IN PROTOTYPING: A REVIEW AND CHARACTERISATION OF PROTOTYPING METHODS AND THEIR CONTRIBUTIONS TO DESIGN KNOWLEDGE Real, Ricardo; Snider, Chris; Goudswaard, Mark; Hicks, Ben University of Bristol ABSTRACT Whilst prior works have characterised the affordances of prototyping methods in terms of generating knowledge about a product or process, the types, or ‘dimensions’ of knowledge towards which they contribute are not fully understood. In this paper we adapt the concept of ‘design domains’ as a method to interpret, and better understand the contributions of different prototyping ",10,0.072,1.0,likely_match,
f6ba28a6efeb,Design knowledge,ON the HIERARCHICAL LEVELS of DESIGN KNOWLEDGE,10.1017/dsd.2020.330,2020,Proceedings of the Design Society: DESIGN Conference,,True,/Users/baiyixin/Downloads/pdf_386/dsd.2020.330.pdf,pdfplumber,28183,19,10,False,0,f6ba28a6efeb.pdf,Design Conference Paper Template,"INTERNATIONAL DESIGN CONFERENCE – DESIGN 2020 https://doi.org/10.1017/dsd.2020.330 ON THE HIERARCHICAL LEVELS OF DESIGN KNOWLEDGE S. Kolarić 1, , J. Beck 2 and E. Stolterman 3 1 Georgia Institute of Technology, United States of America, 2 Milwaukee School of Engineering, United States of America, 3 Indiana University, United States of America skolaric@gatech.edu Abstract Hierarchies of knowledge represent a popular formalism for conceptualizing beliefs, justifications, and truth statements. To capitalize on the opportunity for formulating effective maps of design knowledge, this article introduces the hierarchical context–design development–high-level (CDH) model that stratifies different bo",10,0.023,1.0,likely_match,
5a716d80ac6b,Design knowledge,Towards a Method for Design Principle Development in Information Systems,10.1007/978-3-030-64823-7_20,,"Designing for Digital Transformation. Co-Creating Services with Citizens and Industry. 15th International Conference on Design Science Research in Information Systems and Technology, DESRIST 2020. Proceedings. Lecture Notes in Computer Science (LNCS 12388)",,False,,,0,0,0,False,0,5a716d80ac6b.pdf,,,,,,missing_pdf,
33444d31c6dc,Design knowledge,A design theory for visual inquiry tools,10.17705/1jais.00617,2020,Journal of the Association for Information Systems,,True,/Users/baiyixin/Downloads/pdf_386/1jais.00617.pdf,pdfplumber,125128,88,10,True,15,33444d31c6dc.pdf,JAIS Author Template,"Journal of the Association for Information Systems (2020) 21(3), 695-734 doi: 10.17705/1jais.00617 RESEARCH ARTICLE ISSN 1536-9323 A Design Theory for Visual Inquiry Tools Hazbi Avdiji1, Dina Elikan2, Stephanie Missonier3, Yves Pigneur4 1University of St. Gallen, Switzerland, hazbi.avdiji@gmail.com 2University of Lausanne, Switzerland, dina.elikan@gmail.com 3University of Lausanne, Switzerland, stephanie.missonier@unil.ch 4University of Lausanne, Switzerland, yves.pigneur@unil.ch Abstract The Business Model Canvas project cleared the path for the development of a new tool type that we refer to as visual inquiry tools. Such tools build on design thinking techniques to allow management practit",40,0.033,1.0,likely_match,
95eee570b8f1,Design knowledge,Accumulating design knowledge: A mechanisms-based approach,10.17705/1jais.00619,2020,Journal of the Association for Information Systems,,True,/Users/baiyixin/Downloads/pdf_386/Accumulating Design Knowledge_ A Mechanisms-Based Approach.pdf,pdfplumber,85818,59,10,False,0,95eee570b8f1.pdf,Accumulating Design Knowledge: A Mechanisms-Based Approach,"JJoouurrnnaall ooff tthhee AAssssoocciiaattiioonn ffoorr IInnffoorrmmaattiioonn SSyysstteemmss Volume 21 Issue 3 Special Section: Accumulation and Article 1 Evolution of Knowledge in Design Science Research (pp. 520-544, 664-810) 5-22-2020 AAccccuummuullaattiinngg DDeessiiggnn KKnnoowwlleeddggee:: AA MMeecchhaanniissmmss--BBaasseedd AApppprrooaacchh Hannes Rothe Freie Universität Berlin, hannes.rothe@icn-artem.com Lauri Wessel University of Bremen, lauri.wessel@uni-bremen.de Ana Paula Barquet Technical University Berlin, a.barquet@campus.tu-berlin.de Follow this and additional works at: https://aisel.aisnet.org/jais RReeccoommmmeennddeedd CCiittaattiioonn Rothe, Hannes; Wessel, Lauri; and Ba",41,0.024,1.0,likely_match,
cda6c6785f0a,Design knowledge,The design of social drones: a review of studies on autonomous flyers in inhabited environments,10.1145/3290605.3300480,,CHI '19: Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,True,/Users/baiyixin/Downloads/pdf_386/3290605.3300480.pdf,pdfplumber,55222,39,10,False,0,cda6c6785f0a.pdf,The Design of Social Drones,"CHI 2019 Paper CHI 2019, May 4–9, 2019, Glasgow, Scotland, UK The Design of Social Drones AReviewofStudiesonAutonomousFlyersinInhabitedEnvironments MehmetAydınBaytaş DamlaÇay YuchongZhang KoçUniversity KUAR ChalmersUniversityofTechnology Istanbul,Turkey KoçUniversity Gothenburg,Sweden QualisysAB Istanbul,Turkey yuchong@chalmers.se Gothenburg,Sweden dcay13@ku.edu.tr mbaytas@ku.edu.tr MohammadObaid AsımEvrenYantaç MortenFjeld UNSWArt&Design KUAR ChalmersUniversityofTechnology UniversityofNewSouthWales KoçUniversity Gothenburg,Sweden Sydney,Australia Istanbul,Turkey fjeld@chalmers.se mohammad.obaid@unsw.edu.au eyantac@ku.edu.tr ABSTRACT CCSCONCEPTS Thedesignspaceofsocialdrones,whereautonomousfl",13,0.028,0.286,needs_manual_check,
ddf4ea43a777,Design knowledge,Adaptation of Toulmin‚Äôs Model of Argumentation for Establishing Rigour and Relevance in Design Research,10.1007/978-981-13-5974-3_1,,"Research into Design for a Connected World. Proceedings of ICoRD 2019. Smart Innovation, Systems and Technologies (SIST 134)",,False,,,0,0,0,False,0,ddf4ea43a777.pdf,,,,,,missing_pdf,
d6b2bf339ae4,Design knowledge,"Co-producing, curating, and defining design knowledge in an online practitioner community",10.1080/15710882.2018.1563193,,CoDesign,,False,,,0,0,0,False,0,d6b2bf339ae4.pdf,,,,,,missing_pdf,
114973fd100e,Design knowledge,Identification and management of the near-field knowledge of industrial design for innovative product shapes,10.1177/1687814018816574,,Advances in Mechanical Engineering,,True,/Users/baiyixin/Downloads/pdf_386/he-et-al-2019-identification-and-management-of-the-near-field-knowledge-of-industrial-design-for-innovative-product.pdf,pdfplumber,26900,21,10,False,0,114973fd100e.pdf,Identification and management of the near-field knowledge of industrial design for innovative product shapes,"SmartProductsThrough-LifeDesign-Theories,MethodsandTools-ResearchArticle AdvancesinMechanicalEngineering 2019,Vol.11(1)1–8 Identification and management of the (cid:2)TheAuthor(s)2019 DOI:10.1177/1687814018816574 journals.sagepub.com/home/ade near-field knowledge of industrial design for innovative product shapes JinTao He, Qian Yang and MengYa Zhu Abstract Industrialdesignisacomplexprocessthatcontainsmultifariousproductknowledgesystemswhichplaydifferentrolesat differentstagesofproductdevelopment.Basedontheresearchofdifferenttheoriesandmethodsofknowledgeclassifi- cation, the article proposes a new method which divides industrial design knowledge into knowledge in the field, near- fieldknowle",8,0.118,1.0,likely_match,
9d158233f041,Design knowledge,Guidelines supporting the formulation of design principles,10.5130/acis2018.ak,2018,ACIS 2018 - 29th Australasian Conference on Information Systems,,False,,,0,0,0,False,0,9d158233f041.pdf,,,,,,missing_pdf,
e7091fbecdfa,Design knowledge,"Utilizing, Producing, and Contributing Design Knowledge in DSR Projects",10.1007/978-3-319-91800-6_6,,"Designing for a Digital and Globalized World. 13th International Conference, DESRIST 2018. Proceedings: LNCS 10844",,False,,,0,0,0,False,0,e7091fbecdfa.pdf,,,,,,missing_pdf,
c90163fa7f57,Design knowledge,A new model to express and capture the design rationale in the documents,10.1051/matecconf/201713900016,,MATEC Web of Conferences,,True,/Users/baiyixin/Downloads/pdf_386/matecconf.201713900016.pdf,pdfplumber,18223,12,10,False,0,c90163fa7f57.pdf,A new model to express and capture the design rationale in the documents,"MATEC Web of Conferences 139, 00016 (2017) DOI: 10.1051/matecconf/201713900016 ICMITE 2017 A new model to express and capture the design rationale in the documents Jihong Liu1,*, Jiaji Wang1, and Kejian Wang1 1 School of Mechanical Engineering and Automation, Beihang University, 100191 Beijing, China Abstract. As important design knowledge, design rationale（DR） knowledge plays an important role in design analysis, design reasoning and design innovation. There are generally two sources of DR knowledge, one is to capture DR in the design process, and the other is to extract DR from historical design documents, but the latter is always ignored. DR model is the foundation of DR. This paper aims ",5,0.075,1.0,likely_match,
ade78c466271,Design knowledge,Revised set of usability heuristics for the evaluation of interactive systems,10.12948/issn14531305/21.3.2017.03,,Informatica Economica,,True,/Users/baiyixin/Downloads/pdf_386/issn14531305.21.3.2017.03.pdf,pdfplumber,24833,18,8,False,0,ade78c466271.pdf,IE Paper Template,"Informatica Economică vol. 21, no. 3/2017 31 A Revised Set of Usability Heuristics for the Evaluation of Interactive Systems Costin PRIBEANU National Institute for Research and Development in Informatics - ICI Bucharest Academy of Romanian Scientists pribeanu@ici.ro Usability is a critical quality attribute in the information society. Inspection based evaluation relies on various forms of design knowledge that are used to assess the usability, such as ergo- nomic criteria, heuristics, and guidelines. Usability heuristics are widely recognized principles against which the usability of an interactive system could be evaluated. This work presents a revised set of usability heuristics that are b",8,0.078,1.0,likely_match,
fffe50e033fa,Design knowledge,Activity as the ultimate particular of interaction design,10.1145/3025453.3025990,2017,Conference on Human Factors in Computing Systems - Proceedings,,True,/Users/baiyixin/Downloads/pdf_386/3025453.3025990.pdf,pdfplumber,57597,38,10,True,2,fffe50e033fa.pdf,Activity as the Ultimate Particular,"Wild Methods CHI 2017, May 6–11, 2017, Denver, CO, USA Activity as the Ultimate Particular of Interaction Design Annika Waern Jon Back Uppsala University Uppsala University Uppsala, Sweden Uppsala, Sweden annika.waern@im.uu.se jon.back@im.uu.se ABSTRACT as ""RtD [Research through Design] is rigorous when it is In the turn towards practice-oriented research in interaction modest, accountable, and generative."" One of the central design, one of the most important proposals has been the realisations has been the role of actual designs, the emphasis on the 'ultimate particulars' produced by design, “ultimate particulars”, as embodiment of design knowledge. as embodiments of design knowledge. In cu",13,0.049,1.0,likely_match,
7c4d2eb91f51,Design knowledge,Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering,10.1109/ESEM.2017.28,2017,International Symposium on Empirical Software Engineering and Measurement,,True,/Users/baiyixin/Downloads/pdf_386/Using_a_Visual_Abstract_as_a_Lens_for_Communicating_and_Promoting_Design_Science_Research_in_Software_Engineering.pdf,pdfplumber,39607,22,10,False,0,7c4d2eb91f51.pdf,Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering,"2017 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering Margaret-Anne Storey Emelie Engstro¨m Martin Ho¨st Per Runeson Elizabeth Bjarnason University of Victoria Lund University Lund University Lund University Lund University BC, Canada Sweden Sweden Sweden Sweden mstorey@uvic.ca emelie.engstrom@cs.lth.se martin.host@cs.lth.se per.runeson@cs.lth.se elizabeth@cs.lth.se Abstract—Empirical software engineering research aims to not accepted due to unclear benefits or disagreements about generate prescriptive knowledge that can help software en- what co",6,0.099,1.0,likely_match,
7f559689c730,Design knowledge,Strong Technology-Enhanced Learning Concepts,10.1007/978-3-319-66610-5_42,,"Data Driven Approaches in Digital Education. 12th European Conference on Technology Enhanced Learning, EC-TEL 2017. Proceedings: LNCS 10474",,False,,,0,0,0,False,0,7f559689c730.pdf,,,,,,missing_pdf,
03adadfa0ad4,Design knowledge,"Design Principles: Literature Review, Analysis, and Future Directions",10.1115/1.4034105,,Journal of Mechanical Design,,False,,,0,0,0,False,0,03adadfa0ad4.pdf,,,,,,missing_pdf,
