paper_id,title,keyword,cluster_id,cluster_index,group_k,assignment_method,assignment_status
38f057747444,Reusable design: A proposed approach to Public Health Informatics system design,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
3dbca777664c,Design Principles for Boundary Spanning in Transdisciplinary Design Science Research,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
465d28bc8d09,Structured Visualization Design Knowledge for Grounding Generative Reasoning and Situated Feedback,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
4a7432e5a317,Advancing entrepreneurship as a design science: developing additional design principles for effectuation,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
5a716d80ac6b,Towards a Method for Design Principle Development in Information Systems,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
5a8306f435ea,Design principles: The foundation of design,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
6264e280f9b8,Exploring the Abstraction Levels of Design Principles: The Case of Chatbots,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
6aeae7ccf85b,Toward a Framework for the Design of Interactive Technology for Nature Recreation,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
6e7959c82d5f,The anatomy of HCI design patterns,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
6fdd15b8daea,Communicating nascent design theories on innovative information systems through multi-grounded design principles,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
705b504131f6,A conceptual framework to construct an artefact for meta-abstract design knowledge in design science research,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
73537bfbe719,A taxonomy and ontology for digital platforms,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
7b15d81000db,The anatomy of a design theory,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
7c4d2eb91f51,Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
7f7baeb83bac,A theoretical framework on embodiment in digital design,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
82f49b5a1905,SOLUTION REPERTOIRE,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
8a4fa21e354d,"Intention, Material, and Design Knowledge: Analysis of the Triple Relationship Theory of Artifacts",Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
8f065cfd18a4,Pattern language: A framework for learning,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
9378a46b93c6,Socio-technical IS design science research: developing design theory for IS integration management,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
9d158233f041,Guidelines supporting the formulation of design principles,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
a1ccc16dab98,ANALYSIS OF DESIGN COMPETENCE OF FUTURE ENGINEER-TEACHERS,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
a200b553056c,The design construct in information systems design science,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
a7e06450729f,Game Design as an Autonomous Research Subject,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
a8b318749f73,A conceptual framework for design science research,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ade78c466271,Revised set of usability heuristics for the evaluation of interactive systems,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
af4a4237d98a,Utilization of design principles for hybrid learning configurations by interprofessional design teams,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
b227e604cd40,"The Dark Patterns Knowledge Stack: Exploring New Ways to Negotiate Context, Law, and Design",Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
b3d7c30694e8,Software pre-patterns as architectural knowledge,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
b5e00197bf29,Forms of discovery for design knowledge,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
bdf1addf5a10,Contestable AI by Design: Towards a Framework,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
c0efa7750b45,Forms of reasoning in the design science research process,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
c5d4c66275a8,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ccc616a68c38,Towards Creating a Body of Evidence-based Interactive Digital Narrative Design Knowledge: Approaches and Challenges,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
cda6c6785f0a,The design of social drones: a review of studies on autonomous flyers in inhabited environments,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
d4ef8c48ded5,"Toward an Inventory of Plans and Patterns, and Their Use to Foster Strategic Knowledge in Programming Novices",Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ddf4ea43a777,Adaptation of Toulmin’s Model of Argumentation for Establishing Rigour and Relevance in Design Research,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
df4ffdba87ae,Reconciling theories with design choices in design science research,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
e0e99d72e1b0,The typological learning framework: the application of structured precedent design knowledge in the architectural design studio,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
e8a17b6120e4,Designing as reflective conversation with the materials of a design situation,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
e8f4a7417bf7,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
e958310acab5,"Prescriptive knowledge in IS research: Conceptualizing design principles in terms of materiality, action, and boundary conditions",Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
ef3a9300a2f3,Developing a competency taxonomy for teacher design knowledge in technology-enhanced learning environments: a literature review,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
f50a79b2d7e1,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
f59da9db088b,Value sensitive design as a formative framework,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
fd2392ff2aff,Surveying a Landscape of Ethics-Focused Design Methods,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
fda0636dbea5,Design Research: Aesthetic Epistemology and Explanatory Knowledge,Design knowledge,DK-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
07eb3166d706,A Typology of Knowledge Creation in Design Science Research Projects,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
0b7e6111aa14,Synthesizing a Solution Space for Prescriptive Design Knowledge Codification,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
0c63b5d36c1b,A User-Oriented Design Knowledge Reuse Model,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
114973fd100e,Identification and management of the near-field knowledge of industrial design for innovative product shapes,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
1826e718712a,Analyzing Design Knowledge Representation in Design Science Research and Deriving Recommendations to Support Design Knowledge Codification,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
18d57211cb40,Object oriented design knowledge: ontology and measurement of impact,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
1d3cca16fcd2,Legitimating design: a sociology of knowledge account of the field,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
2042efa7e455,The DSR grid: six core dimensions for effectively planning and communicating design science research projects,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
22988d4cc335,Strong concepts: Intermediate-level knowledge in interaction design research,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
275ac93d8820,Investigations into the data basis of design knowledge in industrial design engineering,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
2a3139d14895,What is design knowledge from the viewpoint of CPM/PDD?,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
33444d31c6dc,A design theory for visual inquiry tools,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
364b7d9127ec,Toward a Unified Model of Design Knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
39fee30eb03c,Cutting Cubes Out of Fog: The Whole View of Design,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
3c0bd4608ae9,Reflections on Architecture Design Education: The Integrated Design Paradigm,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
3c8744e515fd,Advancing Design Knowledge Reuse: A Framework for Circular Design Principles,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
3e4851eff856,Knowledge transfer in design education: A framework of criteria for design exercises,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
40668e23fbab,Dimensions of knowledge in prototyping: A review and characterisation of prototyping methods and their contributions to design knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
4988843b7543,Design Science Research: Guidance for Crafting and Reporting Design Knowledge Contributions,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
49da21b385d7,A Review of Domain Knowledge Representation for Robot Task Planning,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
4b599d3e2eb0,Immodest Proposals: Research Through Design and Knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
5000c5049cbd,Learning design knowledge as generalization,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
53adec5acee6,Mapping design knowledge: 36 years of Design Studies,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
5f810f61b926,A typology of design knowledge: A theoretical framework,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
6b9f020cd024,Design knowledge for decision-making process in a DFX product design approach,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
6d926f3c4a97,A domain reference ontology for design science research knowledge bases,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
76d309f713b9,How industrial design knowledge differs from engineering design knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
77b350f029e7,A taxonomy and ontology for digital platforms,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
7baa1d9ec242,New Design Knowledge and the Fifth Order of Design,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
81c74e1bcf00,Evaluation of the relationship between studies of design research and design process in the field of architecture: a systematic review,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
86f2cddcc51d,A granular view of knowledge development in design science research,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
94bc88b88ae6,Design knowledge in the artistic–aesthetic development and transformation of the world,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
95eee570b8f1,Accumulating design knowledge: A mechanisms-based approach,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
a4ef5e43da80,A Design Archival Approach to Knowledge Production in Design Research and Practice,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
a707fd62833a,Tracing the tensions surrounding understandings of agency and knowledge in technology design,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
a883ec94b37a,Causal design knowledge: Alternative representation method for product development knowledge management,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b0fe7e080516,Design knowledge representation: An ontological perspective,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b256aafa902e,A Multi-Grounded Design Research Process,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b73f2343e274,Let's Get Divorced: Constructing Knowledge Outcomes for Critical Design and Constructive Design Research,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b7ba414dae37,Learning Experience Design in the Light of Design Knowledge and Philosophy,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
be4112c3c6af,Sharing Design Knowledge Through Codification in Interdisciplinary DSR Collaborations,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
c90163fa7f57,A new model to express and capture the design rationale in the documents,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
ca1427a57062,The retrieval of structured design rationale for the re-use of design knowledge with an integrated representation,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
cc5e9fe45cc6,A study of practice based design research models from knowledge integration perspective,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
d24e6cf8ae6a,Physical Design Cognition: A Non-‐symbolic Formalization for Performing Design Knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
d590c1f63670,Design Knowledge Interaction Model: A Proposal from a Cognitive Perspective,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
d6b2bf339ae4,"Co-producing, curating, and defining design knowledge in an online practitioner community",Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
e105857da02d,Designerly Ways of Knowing in HRI: Broadening the Scope of Design-oriented HRI Through the Concept of Intermediate-level Knowledge,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
e7091fbecdfa,"Utilizing, Producing, and Contributing Design Knowledge in DSR Projects",Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
f6ba28a6efeb,ON the HIERARCHICAL LEVELS of DESIGN KNOWLEDGE,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
f7668dd5c63f,Construction of Intermediate Knowledge in Design: A Case Study of Cultural and Creative Product Design,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
fbf6d34a07e9,Conceptualizing Design Knowledge in IS Research - A Review and Taxonomy of Design Knowledge Properties,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
fc4c2b9d38d7,A framework for supporting architecture knowledge and rationale management,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
fffe50e033fa,Activity as the ultimate particular of interaction design,Design knowledge,DK-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
166efc8ac468,HCI Design Knowledge,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
28e9bfcf6713,Validating effective design knowledge for re-use: HCI engineering design principles,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
2f7b1528d74d,"HCI Design Knowledge as Principles, Rules, and Heuristics",Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
4effa8e553a8,Toward Engineering Design Principles for HCI,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
9eda131748eb,Engineering Design Principles for HCI as a Way Forward for HCI Design Knowledge,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
a14565cde772,HCI Engineering Design Principles as a Way Forward for HCI Design Knowledge,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
b6f644351152,HCI Design Knowledge as Craft Artefacts and Design Practice Experience,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
ede2a92151d5,HCI Design Knowledge as Models and Methods,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
f9a132245837,HCI Knowledge,Design knowledge,DK-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
0a373ca87142,Surveying a Landscape of Ethics-Focused Design Methods,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
1416cd2b88de,Cross-disciplinary system value overview towards value-oriented design,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
38b608e72e2d,"A BOUNDARY OBJECT FOR MAPPING, COMPARING, AND INTEGRATING PRODUCT DESIGN METHODS",Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
40a2d86cd488,Elements of a design method - a basis for describing and evaluating design methods,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
43b79273fd70,The Landscape of Envisioning and Speculative Design Methods for Sustainable Mobility Futures,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
5389fb1cc38b,Elements of a design method – a basis for describing and evaluating design methods,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
5661de15ea0f,A Typology of Design Ideas,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
60c69d24c5a3,Evaluating the efficacy and effectiveness of design methods: A systematic review and assessment framework,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
76669ffc8981,A Framework for Effective Virtual Commissioning: Guiding Principles for Seamless System Integration,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
799b06403189,State of the Art on Robust Design Methods for Additive Manufacturing,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
858cd2d5608b,How to gamify? A method for designing gamification,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
87713959435f,"Know-about, Know-that, Know-how: A Model for Moving Between Theory and Design Practice",Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
878cf959ac53,Designerly Research Methods and Researcherly Design Methods,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
885a1eee70e3,"The Design of Business Models: What, How and Why",Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
b5d968168f35,A Framework of Design Method Corroboration,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
bee7b59885fa,Adapting the FBS Model of Designing for Usage-Driven Innovation Processes,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
d330bde18c87,Languaging design methods,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
f16832406221,A Framework for Systemic Design,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
f6588fca84f9,The Design Activity Framework: Investigating the Data Visualization Design Process,Design methods,DM-C01,0,3,spectral_knn10,numeric_rule_failed_requires_review
1c04ffa25528,The implications of improvisational acting and role-playing on design methodologies,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
234ec11212b7,Under the umbrella: components of empathy in psychology and design,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
5ba50396ff25,What is a Convention in Interactive Narrative Design?,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
7e095752d24c,Think-4-EmCoDe framework: Highlighting key qualities in embodied co-design techniques for children,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
7ebbe03ea0d8,Autobiographical design in HCI research: designing and learning through use-it-yourself,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b2234ef79a5a,Tracing situated effects of innovative design methods: inexperienced designers' practices,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
b8c02b0994bd,The Designer's Body as Resource in Design: Exploring Combinations of Point-of-view and Tense,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
c1149e306456,DEFINING HUMAN-CENTERED AI: A COMPREHENSIVE REVIEW OF HCAI LITERATURE,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
dbf31702e533,Patterns for living lab practice: describing key know-how to promote service co-creation with users,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
f47226c43979,The Human-Centredness Metric: Early Assessment of the Quality of Human-Centred Design Activities,Design methods,DM-C02,1,3,spectral_knn10,numeric_rule_failed_requires_review
215d4603e3c7,A case study of the extension of floorplan flexibility using sector margins,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
5611cdb5c33a,Generating implications for design through design research,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
6e06768bb26b,Design as Research in Landscape Architecture,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
714b3f6f8ac7,Degrees of Interaction: Towards a Classification,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
94347a49c12b,Using System Dynamics to Construct Design Theory for Community Information Systems,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
95c2b3d44aff,Multiple forms of applications and impacts of a design theory -ten years of industrial applications of C-K theory,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
ac2f5510db32,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
d54cc84186ed,Examining Rock Engineering Knowledge through a Philosophical Lens,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
f02904f836be,Universal Participatory Design: Achievements and Challenges,Design methods,DM-C03,2,3,spectral_knn10,numeric_rule_failed_requires_review
01467836cecf,Design principles for human-computer interfaces,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
1445730be68b,A problem-based approach to the advancement of heuristics for socio-technical evaluation,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
1499477f6cda,Design Principles for Industrie 4.0 Scenarios,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
2ba0daf07e8e,Engineering design principles as patterns of relationships in frame creation,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
31bdafb1fc73,Explainable Medical Imaging AI Needs Human-Centered Design: Guidelines and Evidence from a Systematic Review,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
3382d6461f40,The Principles of the Flix Programming Language,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
44848ca19e31,"Design Obligations for Software, with Examples from Data Abstraction and Adaptive Systems",Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
90b3e6bb765d,Towards Phenomenon-driven Design Science Research,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
93bb03ac03b6,Design principles for data analysis,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
96dd29c8f345,Data Mesh: A Systematic Gray Literature Review,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
b77e7d67555e,USSF: A Unified Framework for Screen Standardization in Software Systems,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
c6c22fc10c10,Ecological interface design: theoretical foundations,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
d893185b7873,Introduction to Initial HCI Engineering Design Principles for Domestic Energy Planning and Control,Design principles,DPRI-C01,0,2,spectral_knn10,numerically_selected_pending_human_veto
0b35e34543e2,Designing Artificial Identity: The Identity Design Framework and Research Agenda,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
2280b868ea5f,Form and Function: Toward a Better Understanding of Design-Based Games,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
2a64adab5143,Educating Educators about Virtual Reality in Virtual Reality: Effective Learning Principles Operationalized in a VR Solution,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
42c66c187222,Toward an effective approach to collaboration education: A taxonomy for game design,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
4d05e05aa876,Theoretical Constructs for Design Lenses for Developing Cyberbullying Countering Games for Adolescences,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
8eb8539b9712,Designing Dialogic Disclaimers: Principles for Ethical Conversational Design in LLM Interfaces,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
d0a936b480d4,Acquiring educational access for neurodiverse learners through multisensory design principles,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
fee96194a322,Personalising learning: towards a coherent learning design framework,Design principles,DPRI-C02,1,2,spectral_knn10,numerically_selected_pending_human_veto
0050f73e4373,Integrating different perspective on design rationale: Supporting the emergence of design rationale from design communication,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
296e021afe91,A generic model for reflective design,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4567075d70b4,Making Argumentation Serve Design,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4ac74ce3f335,Towards a framework for documentation design: an abstract model of computer-mediated activity,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
4c8bdfbd1309,Integrating different perspectives on design rationale: supporting the emergence of design rationale from design communication,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
71f9925563a6,"Questions, Options, and Criteria: elements of Design Space Analysis",Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
781628bf9a48,Making use: scenarios and scenario-based design,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
866d8935b9e0,"Issues critical to the development of design history, design rationale and design intent systems",Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
c12e86da6f5e,Revisiting the design intent concept in the context of mechanical CAD education,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
c6dce869a98c,Towards normal design for safety-critical systems,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
d30aca57f472,Design Rationale as Theory,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
d5d39efbe945,Method rationale in method engineering,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
edde6dc75b19,The language of design: Theory and computation,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
f053c79dde3d,Integrating theory development with design evaluation,Design rationale,DRAT-C01,0,2,spectral_knn10,numeric_rule_failed_requires_review
12568f76ff90,Patterns or claims: do they help in communicating design advice?,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
12cb05e5e8ec,"The ""physics"" of notations: a scientific approach to designing visual notations in software engineering",Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
16b7f7939f93,Characterizing Design Rationales Using Computational Linguistics and Human Evaluations,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
1aecb7940a63,A compositional approach to modelling design rationale,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
40034332988c,Redesigning the rationale for design rationale,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
75731fe2e6d1,"Feature, specification and evidence framework for communicating design rationale",Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
7a42dd52852e,What's in design rationale?,Design rationale,DRAT-C02,1,2,spectral_knn10,numeric_rule_failed_requires_review
